tag,title,brand,link,price,summary,image_url,image_urls,description,warning_description,package_contents_description,ingredients_description,key_features_description,flavors_description,specifications_description,performance_description,disposable_description,why_description,innovation_description,preference_description,enjoyment_description,compatibility_description,coil_description,battery_description,puffs_description,nicotine_description,e_liquid_description,prefilled_description,devices_description,airflow_description,heating_element_description,operation_description,charging_description,screen_description,links_description,colors_description,returns_description,options_description,size_description,pods_description,hardware_description,wattage_description,faqs_description,disposable,rechargeable,battery,mesh,usb,adjustable
ac1003-ccell-tank,AC1003 Ceramic CCell Tank,,https://perfectvape.com/ac1003-ccell-tank/,$2.11,510 Thread 1mL Ceramic,https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2114/6247/ac1003-ccell-tank__63977.1713327768.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2114/6247/ac1003-ccell-tank__63977.1713327768.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2114/7973/ac1003-ccell-tank__61387.1713327768.jpg?c=2']","510 Thread
1mL
Ceramic
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lookah-seahorse-pro-vaporizer-kit,Lookah Seahorse Pro Vaporizer Kit - 650mAh,Lookah Seahorse Battery and Accessories,https://perfectvape.com/lookah-seahorse-pro-vaporizer-kit/,$30.14,"the Seahorse PRO can be called a super-multiple dab pen. It is not only easy to clean, can fit all 510 cartridges, but also we supply accessories to fit all glass bongs and dab rigs.
The dab coil for the seahorse PRO is not a ceramic one, it is a quartz...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2072/6862/lookah-seahorse-pro-vaporizer-kit__98557.1713327680.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2072/6862/lookah-seahorse-pro-vaporizer-kit__98557.1713327680.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2072/7099/lookah-seahorse-pro-vaporizer-kit__39370.1713327680.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2072/7441/lookah-seahorse-pro-vaporizer-kit__23846.1713327680.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2072/7698/lookah-seahorse-pro-vaporizer-kit__77649.1713327680.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2072/6310/lookah-seahorse-pro-vaporizer-kit__09713.1713327680.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2072/7406/lookah-seahorse-pro-vaporizer-kit__76223.1713327680.jpg?c=2']","the Seahorse PRO can be called a super-multiple dab pen. It is not only easy to clean, can fit all 510 cartridges, but also we supply accessories to fit all glass bongs and dab rigs.
The dab coil for the seahorse PRO is not a ceramic one, it is a quartz coil that provides the best smooth taste for better healthier dabbing. You can buy replaceable coils which are for sale separately on our site.
The dab device is powered by a 3.7-volt rechargeable battery(650mah).
The dab battery it is not only a 510 thread battery variable voltage, so you can change the voltage between 3.2V, 3.6V, 4.1V, and it operates at 1.2 Ω resistance. You can also switch between manual mode and automatic mode.
The glass mouth-pipe means can see the wax vape while you are dabbing. It looks really cool and is easy to clean which means you can maintain an awesome taste for every session.
When dabbing with the Seahorse Pro you just need to set your desired heat and then place a small amount of wax or concentrate on the tip. Don’t push the tip onto a hard surface as the delicate quartz coil could easily be damaged. The heat of the coil will vaporize your concentrate and this can be inhaled through the mouthpiece.
The Seahorse Pro uses a unique touch style dip coil with a food-grade Quartz tip. This allows you to dip it into concentrates and vape them directly from the container.
The Seahorse Pro features two modes. A manual mode and an exclusive mode.
For the manual mode, press the button and dab at the chosen temperature.
The Exclusive mode for wax is activated by pressing the power button three (3) times in quick succession. The vaporizer begins with a 15-second pre-heat mode indicated by a flashing light. After it will hold the set temperature for 30 seconds, providing enough time for the perfect dab session.
You can use the seahorse pro with a glass water pipe for smooth cooler hits. Use the supplied pipe kit and silicone tube, by connecting the mouthpiece of the pipe to your water rig the dab pen doubles as an enail. Letting you dab with the pen and pass the vaporized concentrate through a water pipe before inhaling. If you want to use the Seahorse Pro with oil carts then simply unscrew the quartz tip and screw on any 510 cartridges. This can be smoked from either end of the Seahorse pro. With multiple ways to smoke, the Seahorse Pro dab pen offers a good improvement over the Seahorse taking its award-winning design and ease of use to the next level.
To ensure the quartz tip lasts as long as possible, make sure you fully burn all the concentrates off the tip after each dab. If you leave concentrates on the tip or inside the airways it will harden and possibly ruin or wear out the coil prematurely.
Kit comes with
1 Seahorse PRO
1 Tip Adapter
1 Connect Hose for Hookah
1 User Manual
1 Cleaning Brush
1 14/18mm Adapter
1 USB Cable
Specifications/Features
1) Battery: 650mah
2) Fast heating up
3) Easy to Clean
4) Portable and compatible with Bong
5) 1 Device, Multi-use.
This item is intended for users 21 years of age or older, You must be 21 or older to purchase this device.
Please do not mix different batteries with this device. Doing so can cause injury or damage and we will not be held liable.",,,,,,,,,,,,,,,,,,,,,,,,,,"Lookah Seahorse Pro Accessories Kit
View All
Close",,,,,,,,,,TRUE,TRUE,,TRUE,
silicone-nectar-collector-with-stand,Silicone Nectar Collector with Stand,,https://perfectvape.com/silicone-nectar-collector-with-stand/,$15.00,SILICONE NECTAR COLLECTOR WITH STAND,https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2046/6839/silicone-nectar-collector-with-stand__17516.1713327625.jpg?c=2,[],"SILICONE NECTAR COLLECTOR WITH STAND
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silicone-mini-ak-nectar-collector,Silicone Mini AK Nectar Collector,,https://perfectvape.com/silicone-mini-ak-nectar-collector/,$20.00,,https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2037/6221/silicone-mini-ak-nectar-collector__86574.1713327623.jpg?c=2,[],"View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yocan-falcon-glass-replacement,Yocan Falcon Glass Replacement,Yocan Products,https://perfectvape.com/yocan-falcon-glass-replacement/,$8.38,Replacement Glass Piece for the Yocan Falcon Kit. Quick Link: Yocan Falcon Kit Yocan Falcon Coils,https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2025/6434/yocan-falcon-glass-replacement__97352.1713327617.jpg?c=2,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yocan-uni-s-box-mod,Yocan Uni S Box Mod,Yocan Products,https://perfectvape.com/yocan-uni-s-box-mod/,$17.12,The Yocan UNI S Box MOD is coming. The Yocan UNI S is so lightweight and portable that you can hold it easily in your palms. The Yocan UNI S adopts latest patent design of elevator system. The atomizer will hide in...,https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2008/6622/yocan-uni-s-box-mod__09776.1713327598.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2008/6622/yocan-uni-s-box-mod__09776.1713327598.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2008/6765/yocan-uni-s-box-mod__40736.1713327598.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2008/6802/yocan-uni-s-box-mod__65324.1713327598.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2008/6659/yocan-uni-s-box-mod__18571.1713327598.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2008/6350/yocan-uni-s-box-mod__52647.1713327598.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2008/6181/yocan-uni-s-box-mod__49530.1713327598.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2008/6403/yocan-uni-s-box-mod__23466.1713327598.jpg?c=2']","The
Yocan UNI S Box MOD
is coming. The Yocan UNI S is so lightweight and portable that you can hold it easily in your palms. The Yocan UNI S adopts latest patent design of elevator system. The atomizer will hide in the Yocan UNI S. Just push and rotate the adjustment valve. Users will install tanks o different diameter and size. The Yocan UNI S is compatible with tanks with diameter 6-12mm, length >40mm. The type-C charging port provides a fast charge too. The pack also attach a 510 adapter to fit tanks of 510 thread. The Yocan UNI S has variable voltage function for 3 levels, Low/Middle/High.
Patent diameter dial rotating design
Adjustable width & height to fit atomizers
3 Voltage levels of Low/Middle/High
Magnetic 510 thread adapter
Type-C Charging Port
10 Seconds preheat
Parameters
Tank Size: Best for
atomizers with diameter 6-12mm, length >40mm
Battery Capacity: 400mah
Charging: Type-C charging
Voltage Adjustment: 2.5V/3.0V/3.5V (
Low/Middle/High
)
Packaging Includes:
1 x UNI S Box Mod
1 x Small 510 ring
1 x Type-C cable
1 x User manual
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,
yocan-lit-quartz-dual-coil-5pk,Yocan Lit Quartz Dual Coil 5pk,Yocan Products,https://perfectvape.com/yocan-lit-quartz-dual-coil-5pk/,$11.26,Please take the Yocan Lit Wax Coil for your Yocan Lit Kit. The Yocan Lit Wax Coil is a Quartz Dual Coil with unique QDC technology and 0.75ohm resistance. With 5 pieces each pack. Just get the Yocan Lit Wax Coil for...,https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2007/6943/yocan-lit-quartz-dual-coil-5pk__05274.1713327598.jpg?c=2,[],"Please take the Yocan Lit Wax Coil
for your
Yocan Lit Kit
. The Yocan Lit Wax Coil is a Quartz Dual Coil with unique QDC technology and 0.75ohm resistance. With 5 pieces each pack. Just get the Yocan Lit Wax Coil for your Yocan Lit Wax Vaporizer and enjoy the purest flavor.
Resistance: 0.75ohm
Coil Material:
Quartz Dual Coil
Quantity: 5pcs/pack
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hitt-glow-rolling-tray,HITT Glow Rolling Tray - 7 Colors Light Options,HITT Vapes and E-Liquids,https://perfectvape.com/hitt-glow-rolling-tray/,$38.00,"HITT Glow Rolling Trays
7 Colors Light Options
5 Hours+ Light Up Time
Built In Tray Grinder
Output Voltage
Input Voltage 5V/1.0A 
Quick Charge
LED 1.5W
Battery: Li-ion 3.7V 1050mAh
Battery Indicator LED
- 1 Dot 25%
- 2 Dots 50%
- 3 Dots...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1989/6857/hitt-glow-rolling-tray__42769.1713327587.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1989/6857/hitt-glow-rolling-tray__42769.1713327587.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1989/8004/hitt-glow-rolling-tray__03505.1713327587.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1989/6889/hitt-glow-rolling-tray__82359.1713327587.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1989/7496/hitt-glow-rolling-tray__51017.1713327587.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1989/7750/hitt-glow-rolling-tray__55011.1713327587.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1989/6592/hitt-glow-rolling-tray__13371.1713327587.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1989/7535/hitt-glow-rolling-tray__02289.1713327587.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1989/6700/hitt-glow-rolling-tray__20783.1713327587.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1989/6115/hitt-glow-rolling-tray__49823.1713327587.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1989/6324/hitt-glow-rolling-tray__85500.1713327587.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1989/6554/hitt-glow-rolling-tray__95776.1713327587.jpg?c=2']","HITT Glow Rolling Trays
7 Colors Light Options
5 Hours+ Light Up Time
Built In Tray Grinder
Output Voltage
Input Voltage 5V/1.0A
Quick Charge
LED 1.5W
Battery: Li-ion 3.7V 1050mAh
Battery Indicator LED
- 1 Dot 25%
- 2 Dots 50%
- 3 Dots 75%
- 4 Dots 100%",,"1x Glow Tray
1x Velvet Bag
1x USB Light
1x USB Connector
1x Box Packaging
Instructions:
1. Power: Long press for 1 second - power on; long press for 3 seconds - power off.
2. Lights: Triple press while powered on to activate the 7-color circulation; single press during the circulation to switch to single color mode; continuous press to change color.
3. Battery Indicator: While powered on, one LED represents 25% of the power. Blinks when charging, stops blinking when fully charged.
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,
nectar-collector-kit-with-titanium-pin,Nectar Collector Kit with Titanium Pin,,https://perfectvape.com/nectar-collector-kit-with-titanium-pin/,$10.27,"NECTAR COLLECTOR KIT - Dab Rig Used for wax, concentrates, & shatter 10mm 14mm 19mm   Includes: -Nectar Collector Pipe -Glass Tip -Titanium Tip -Mouthpiece -Glass Dish",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1959/7428/nectar-collector-kit-with-titanium-pin__66809.1713327566.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1959/6451/nectar-collector-kit-with-titanium-pin__08320.1713327566.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1959/6448/nectar-collector-kit-with-titanium-pin__42220.1713327566.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1959/7112/nectar-collector-kit-with-titanium-pin__02776.1713327566.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1959/7428/nectar-collector-kit-with-titanium-pin__66809.1713327566.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1959/7034/nectar-collector-kit-with-titanium-pin__11692.1713327566.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1959/6861/nectar-collector-kit-with-titanium-pin__36891.1713327566.jpg?c=2']","NECTAR COLLECTOR KIT - Dab Rig
Used for wax, concentrates, & shatter
10mm
14mm
19mm",,"-Nectar Collector Pipe
-Glass Tip
-Titanium Tip
-Mouthpiece
-Glass Dish
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yocan-x-concentrate-pods-5pk,Yocan X Concentrate Pods 5pk,Yocan Products,https://perfectvape.com/yocan-x-concentrate-pods-5pk/,$11.60,The Yocan X Concentrate Pod includes the brand’s iconic heating elements in the quartz dual coils. This allows the pods to evenly heat the extracts to give flavorful draws with a light body buzz making it perfect for consumers who are in need of a...,https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1948/7901/yocan-x-concentrate-pods-5pk__60370.1713327553.jpg?c=2,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yocan-armor-quartz-dual-coil,Yocan Armor Quartz Dual Coil,Yocan Products,https://perfectvape.com/yocan-armor-quartz-dual-coil/,$8.19,Quartz Dual Coil Technology 510-Threaded Fast-Heating Big Clouds *Compatible with Yocan Apex Kit Quick Link: Yocan Armor Kit,https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1946/7890/yocan-armor-quartz-dual-coil__37252.1713327553.jpg?c=2,[],"Quartz Dual Coil Technology
510-Threaded
Fast-Heating
Big Clouds
*Compatible with
Yocan Apex Kit
Quick Link: Yocan Armor Kit
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yocan-armor-kit,Yocan Armor Kit,Yocan Products,https://perfectvape.com/yocan-armor-kit/,$13.70,The YOCAN ARMOR is a sleek and straightforward concentrate vaporizer that is great for on-the-go vaporizing. It contains the popular QDC coil that provides crystal clean and smooth vaporizing. The ARMOR has a functional coil cap which is designed to keep...,https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1917/6475/yocan-armor-kit__02444.1713327534.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1917/6475/yocan-armor-kit__02444.1713327534.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1917/7294/yocan-armor-kit__19136.1713327534.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1917/6882/yocan-armor-kit__44526.1713327534.jpg?c=2']","The YOCAN ARMOR is a sleek and straightforward concentrate vaporizer that is great for on-the-go vaporizing. It contains the popular QDC coil that provides crystal clean and smooth vaporizing. The ARMOR has a functional coil cap which is designed to keep think oil from leaking and prevent overheat on the mouthpiece. It has a 10 second preheating function which is best for preparing before use. It features a 3 voltage level adjusting to fit your preference. It fully charges in just 30 minutes and is powered by a 380mAh battery.
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,
10-6-rolling-tray,"10.6"" Rolling Tray and Tray Sets",,https://perfectvape.com/10-6-rolling-tray/,$15.00,,https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1881/7155/10.6-rolling-tray__06407.1713327499.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1881/7155/10.6-rolling-tray__06407.1713327499.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1881/7219/10.6-rolling-tray__20196.1713327499.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1881/6190/10.6-rolling-tray__37761.1713327499.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1881/6654/10.6-rolling-tray__08970.1713327499.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1881/6147/10.6-rolling-tray__90701.1713327499.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1881/6642/10.6-rolling-tray__55186.1713327499.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1881/7109/10.6-rolling-tray__20958.1713327499.jpg?c=2']","View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silicone-oil-rig,Silicone Oil Rig,,https://perfectvape.com/silicone-oil-rig/,$33.00,,https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1879/6669/silicone-oil-rig__05947.1713327498.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1879/6669/silicone-oil-rig__05947.1713327498.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1879/7521/silicone-oil-rig__29915.1713327498.jpg?c=2']","View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silicone-nectar-collector-kit,Silicone Nectar Collector Kit,,https://perfectvape.com/silicone-nectar-collector-kit/,$26.00,,https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1876/6894/silicone-nectar-collector-kit__71587.1713327494.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1876/6894/silicone-nectar-collector-kit__71587.1713327494.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1876/7956/silicone-nectar-collector-kit__93903.1713327494.jpg?c=2']","View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silicone-container,Silicone Container,,https://perfectvape.com/silicone-container/,$3.50,Miscellaneous Color Silicone Container,https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1871/6776/silicone-container__57202.1713327492.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1871/6776/silicone-container__57202.1713327492.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1871/6676/silicone-container__96340.1713327492.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1871/7417/silicone-container__16595.1713327492.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1871/7433/silicone-container__33764.1713327492.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1871/6883/silicone-container__74329.1713327492.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1871/7047/silicone-container__42568.1713327492.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1871/7517/silicone-container__16721.1713327492.jpg?c=2']","Miscellaneous Color Silicone Container
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silicone-water-pipe,Silicone Water Pipe,,https://perfectvape.com/silicone-water-pipe/,$30.00,,https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1883/7161/silicone-water-pipe__07002.1714683766.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1883/7161/silicone-water-pipe__07002.1714683766.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1883/7331/silicone-water-pipe__80023.1713327501.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1883/6340/silicone-water-pipe__50752.1713327502.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1883/6205/silicone-water-pipe__46038.1714683762.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1883/6123/silicone-water-pipe__98631.1714683752.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1883/7743/silicone-water-pipe__24695.1713327502.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1883/6101/silicone-water-pipe__75342.1713327502.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1883/7009/silicone-water-pipe__08913.1713327502.jpg?c=2']","View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perfectvape-premium-bulk-e-liquid,PerfectVape Premium Bulk E-Liquid,,https://perfectvape.com/perfectvape-premium-bulk-e-liquid/,$19.99 - $304.99,"NOW OFFERED IN REGULAR NICOTINE AND SALT NICOTINE! CHOOSE YOUR NICOTINE!
Perfect Vape Premium is made with only the highest quality ingredients and the best flavoring. 
 
USP Propylene Glycol, USP Kosher grade palm-derived glycerin, USP...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1506/7844/perfectvape-premium-bulk-e-liquid__17377.1713327199.jpg?c=2,[],"NOW OFFERED IN REGULAR NICOTINE AND SALT NICOTINE! CHOOSE YOUR NICOTINE!

Perfect Vape Premium is made with only the highest quality ingredients and the best flavoring.
USP Propylene Glycol, USP Kosher grade palm-derived glycerin, USP Nicotine, Natural and artificial flavoring from Lorann, FlavourArt, Capella, FlavorWest and/or ThePerfumersApprentice
All e-liquid is made ready to order and intended for further manufacture.  Steeping is recommended for enhanced flavor.
Due to personal preferences/tastes we do not take refunds, returns, or exchanges on e-liquids. All purchases are final.

View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
