tag,vendor,main_brand,product,product_id,money,disposable,rechargeable,battery,mesh coil,USB,Adjustable Airflow,flavor1,flavor2,flavor3,flavor4,flavor5,% nicotine,puffs,ml,url,description,image_url,image_url_zoom
air-bar-lux-aloe-blackcurrant,Air Bar Lux,Air Bar Lux,Aloe Blackcurrant,5004546015318,$2.99,TRUE,,TRUE,,,,grape,,,,,5%,1000,7,https://getpop.co/products/air-bar-lux-aloe-blackcurrant,"Up to 1,000 puffs (2.7ml) The Air Bar Lux Galaxy Edition Aloe Blackcurrant is a truly delicious grape flavor. You'll love the deep, rich grape from this device. The Air Bar Galaxy Edition disposable features a mouthpiece that lights up when in use. We particularly love the rubber mouthpiece, making it easy to grip. What's included: 1 Air Bar Lux disposable device 5% salt nicotine Volume: 2.7ml (up to 1,000 puffs) Battery: 500mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine Natural & Artificial Flavors E-Liquid origin: China Device origin: China About Air Bar Lux Galaxy Edition AirBar Lux Galaxy Edition is made by Goldreams, based in China. The Galaxy Edition features a rubber mouthpiece that lights up when in use. Tap here to check out the Goldreams website at http://www.goldreams.com.cn/ .",http://getpop.co/cdn/shop/files/air-bar-lux-aloe-blackcurrant-device_1024x1024.jpg?v=1724790076,http://getpop.co/cdn/shop/files/air-bar-lux-aloe-blackcurrant-device_2048x2048.jpg?v=1724790076
kado-bar-pod-king-pk5000-berries-banana,Kado Bar x Pod King PK5000,,Berries Banana,6864600105046,$11.99,,TRUE,TRUE,TRUE,TRUE,,banana,berries,berry,,,5%,5000,14,https://getpop.co/products/kado-bar-pod-king-pk5000-berries-banana,"Up to 5,000 puffs (14ml) Mesh Coil Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your Kado Bar x Pod King PK5000 rechargeable device. Pod King x Kado Bar Berries Banana is a chilled blend of mixed berries and banana. It’s essentially a cold berry banana smoothie that’s made to make you smile! If you love the flavors by Pod King, such as those found in the XC5000, you really have to try the PK5000, which features a device by Kado Bar. Imagine the best of Kado Bar and the best of Pod King delivering incredible quality and flavor in one rechargeable device! What's included: 1 Kado Bar x Pod King PK5000 rechargeable device USB Type-C Cable is not included 5% salt nicotine Volume: 14ml (up to 5,000 puffs) Battery Capacity: 650mAh Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) About Kado Bar x Pod King PK5000 The PK5000 is the result of a collaboration between the Kado Bar and Pod King. This features the same device found in the Kado Bar BR5000 with flavors made by Pod King, which were also in the Elf Bar collaboration in the XC5000. The result is an incredible duo of quality and flavor.",http://getpop.co/cdn/shop/products/kado-bar-pod-king-pk5000-berries-banana-box_1024x1024.jpg?v=1689711452,http://getpop.co/cdn/shop/products/kado-bar-pod-king-pk5000-berries-banana-box_2048x2048.jpg?v=1689711452
geek-bar-pulse-x-25k-blue-razz-ice,Geek Bar Pulse X 25K,,Blue Razz Ice,7248184737878,$19.99,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,5%,5000,18,https://getpop.co/products/geek-bar-pulse-x-25k-blue-razz-ice,"Up to 25,000 puffs (18ml) Adjustable Airflow Dual Mesh Coil Smart LED Screen Rechargeable via USB Type-C cable (not included) Flavor description coming soon! Geek Bar Pulse X takes the Geek Bar Pulse to the next level with a wrap-around smart screen, more e-liquid, and new flavors. Every Geek Bar Pulse X 25K is good for up to 25,000 puffs in Regular Mode and 15,000 puffs in Pulse Mode. What's included: 1 Geek Bar Pulse X rechargeable device USB Type-C Cable is not included 5% salt nicotine Volume: 18ml (up to 25,000 puffs) Battery Capacity: 820mAh Dual Mesh Coil Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume)",http://getpop.co/cdn/shop/files/geek-bar-pulse-x-25k-blue-razz-ice-box_1024x1024.jpg?v=1722357272,http://getpop.co/cdn/shop/files/geek-bar-pulse-x-25k-blue-razz-ice-box_2048x2048.jpg?v=1722357272
modus-x-kado-bar-kb10000-blue-slushie-1,Modus x Kado Bar KB10000,,Blue Slushie,6978200371286,$14.99,,TRUE,TRUE,TRUE,TRUE,,,,,,,5%,,18,https://getpop.co/products/modus-x-kado-bar-kb10000-blue-slushie-1,"Up to 10,000 puffs (18ml) Smart LED Display Mesh Coil Rechargeable via USB Type-C cable (included) USB Type-C Charging Cable is included Flavor description coming soon! This flavor is part of the collab with Modus, an American brand known for their alternative products, applying flavors by Modus with the quality of the Kado Bar KB10000 device. Every Modus x Kado Bar BR10000 features a mesh coil, rechargeable battery, and LCD display with battery and e-liquid indicators. What's included: 1 Modus x Kado Bar KB10000 rechargeable device USB Type-C Cable is included 5% salt nicotine Volume: 18ml (up to 10,000 puffs) Battery Capacity: 650mAh Mesh Coil Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) Tap here to learn more about Kado Bar KB10000 by visiting the official Kado Bar website at https://kadobar.com/kb1000 . Tap here to learn more about Modus by visiting the official Modus website at https://modusbrand.com .",http://getpop.co/cdn/shop/files/modus-x-kado-bar-kb10000-blue-slushie-device_1024x1024.jpg?v=1711738102,http://getpop.co/cdn/shop/files/modus-x-kado-bar-kb10000-blue-slushie-device_2048x2048.jpg?v=1711738102
hyde-edge-recharge-blue-razz,Hyde Edge Recharge,Hyde,Blue Razz,6551982538838,$14.99,TRUE,TRUE,TRUE,,TRUE,TRUE,blue raspberry,,,,,5%,3300,10,https://getpop.co/products/hyde-edge-recharge-blue-razz,"Up to 3,300 puffs (10ml) Adjustable Airflow (via switch) Rechargeable via Micro USB cable (not included) Click or tap here for Micro USB cable to recharge your Hyde Edge Recharge. Straight classic blue razz is delivered in full with the Hyde Edge Recharge Blue Razz. If you love blue raspberry and prefer not to have any ice in your flavor, this is definitely for you. It's sweet and hits hard. With a rechargeable battery, the Hyde Edge Recharge provides almost twice the life of the Hyde Edge and even comes with adjustable airflow. What's included: 1 Hyde Edge Recharge rechargeable disposable device Micro USB Cable is not included 5% salt nicotine Volume: 10.0ml (up to 3,300 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) E-Liquid origin: unknown Device origin: China About Hyde Edge Recharge The Hyde Edge Recharge is a giant leap in disposables because now we can enjoy an incredible 10ml of e-liquid for up to 3,300 puffs and features adjustable airflow. Our ability to recharge the battery gives us a significantly longer life. This innovative design means the battery can be much smaller and the reservoir of e-liquid much larger. The result is a device that's the same size as the original Hyde Edge that lasts almost twice as long. Tap here to check out the Hyde website at http://hydedisposables.com/ .",http://getpop.co/cdn/shop/products/hyde-edge-recharge-blue-razz-device_1024x1024.jpg?v=1619377828,http://getpop.co/cdn/shop/products/hyde-edge-recharge-blue-razz-device_2048x2048.jpg?v=1619377828
fume-infinity-plus-4500-blueberry-mint-1,Fume Infinity Plus 4500,,Blueberry Mint,6979419799638,$17.99,,TRUE,TRUE,,,,blueberry,mint,,,,5%,4500,12,https://getpop.co/products/fume-infinity-plus-4500-blueberry-mint-1,"Up to 4,500 puffs (12ml) Smart LED Screen Flavor description coming soon! What's included: 1 Fume Infinity Plus rechargeable device 5% salt nicotine Volume: 12ml (up to 4,500 puffs) Battery: 1500mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine (5.0%) Natural & Artificial Flavors Designed in USA Made in China",http://getpop.co/cdn/shop/files/fume-infinity-plus-4500-blueberry-mint-box_1024x1024.jpg?v=1711737971,http://getpop.co/cdn/shop/files/fume-infinity-plus-4500-blueberry-mint-box_2048x2048.jpg?v=1711737971
vgod-salt-apple-bomb-50mg,VGOD SaltNic,VGOD SaltNic,Apple Bomb 5%,4052398440534,$9.99,,,,,,,apple,,,,,5%,,30,https://getpop.co/products/vgod-salt-apple-bomb-50mg,"VGOD SaltNic Apple Bomb features a delicious green apple flavor in salt nicotine e-liquid.  If you're a fan of STIG Crisp Apple, and you're looking for a more cost-efficient alternative, simply pair this e-liquid with a refillable pod for the same experience. VGOD is the same company behind STIG, so you'll get exactly the same e-liquid at a much lower price. It's reliable, it's easy, it's better. New to refillable pods? Check out the links below. This bottle of e-liquid is specially crafted to go with a refillable pod system. Shop pod devices. Shop refillable pods. What's included: VGOD SaltNic e-liquid 2.5% salt nicotine (50mg/ml) Volume: 30ml Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavoring Nicotine E-Liquid origin: unknown About VGOD SaltNic Check out the VGOD SaltNic website at https://officialvgod.com/saltnic-ejuices .",http://getpop.co/cdn/shop/products/vgod-saltnic-apple-bomb-50mg-bottle_1024x1024.jpg?v=1593890518,http://getpop.co/cdn/shop/products/vgod-saltnic-apple-bomb-50mg-bottle_2048x2048.jpg?v=1593890518
handshake-15k-pod-blue-razz-ice,HandShake 15K Pod,,Blue Razz Ice,7308312543318,$9.99,,TRUE,TRUE,,,,,,,,,5%,5000,15,https://getpop.co/products/handshake-15k-pod-blue-razz-ice,"Up to 15,000 puffs (15ml) Rechargeable with the HandShake Smart Power Pack only (not included) NOTE: Recharge your HandShake 15K pod with the HandShake Smart Power Pack, found in the HandShake 15K Starter Kit. Ths HandShake 15K pod is terrific because you can vape it on its own, or recharge it with the HandShake Smart Power Pack. If you need a HandShake 15K, purchase the HandShake 15K Starter Kit. HandShake 15K is powered by North What's included: 1 HandShake 15K Pod only HandShake Smart Power Pack is not included 5% salt nicotine Volume: 15ml (up to 15,000 puffs when recharged with the HandShake Smart Power Pack Battery: 300mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine Natural & Artificial Flavors",http://getpop.co/cdn/shop/files/handshake-15k-pod-blue-razz-ice-device_1024x1024.jpg?v=1722357610,http://getpop.co/cdn/shop/files/handshake-15k-pod-blue-razz-ice-device_2048x2048.jpg?v=1722357610
lost-vape-lightrise-tb-18k-cool-mint,Lost Vape Lightrise TB 18K,,Cool Mint,7042390655062,$15.99,,TRUE,TRUE,,TRUE,TRUE,mint,,,,,5%,8000,18,https://getpop.co/products/lost-vape-lightrise-tb-18k-cool-mint,"Up to 18,000 puffs (15ml) Adjustable Airflow Adjustable Wattage Smart LED Screen Interactive Touch Screen Rechargeable via USB Type-C cable (not included) Flavor description coming soon! Lightrise TB 18K is a device designed by Lost Vape, the team behind Lost Vape Orion Bar. The Lightrise TB 18K is loaded with features, including 3 modes (Regular, Boost, and Turbo), an interactive touchscreen with e-liquid and battery indicators, and adjustable airflow. What's included: 1 Lost Vape Lightrise TB 18K rechargeable device USB Type-C Cable is not included 5% salt nicotine Volume: 18ml (up to 18,000 puffs) Battery Capacity: 700mAh Interactive Touch Screen 3 power modes: Regular (18,000 puffs) Boost (12,000 puffs), Turbo (6,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume)",http://getpop.co/cdn/shop/files/lost-vape-lightrise-tb-18k-cool-mint-device_1024x1024.jpg?v=1714420185,http://getpop.co/cdn/shop/files/lost-vape-lightrise-tb-18k-cool-mint-device_2048x2048.jpg?v=1714420185
kado-bar-pouches-blueberry-candy,Kado Bar Pouches,,Blueberry Candy,6978158329942,$5.99,,,,,,,blueberry,candy,,,,20,,,https://getpop.co/products/kado-bar-pouches-blueberry-candy,Flavor description coming soon! Enjoy the same amazing flavors by Kado Bar in a nicotine pouch. Product details: 1 can of 20 nicotine pouches Nicotine options: 12mg 6mg 3mg,http://getpop.co/cdn/shop/files/kado-bar-pouches-blueberry-candy-12mg_1024x1024.jpg?v=1711383866,http://getpop.co/cdn/shop/files/kado-bar-pouches-blueberry-candy-12mg_2048x2048.jpg?v=1711383866
geek-bar-pulse-15000-black-cherry-1,Geek Bar Pulse 15000,,Black Cherry (Pisces),6957044105302,$15.99,,TRUE,TRUE,TRUE,TRUE,TRUE,cherry,,,,,5%,5000,16,https://getpop.co/products/geek-bar-pulse-15000-black-cherry-1,"Up to 15,000 puffs (16ml) Adjustable Airflow Dual Mesh Coil Smart LED Screen Rechargeable via USB Type-C cable (not included) Black Cherry (Pisces) flavor description coming soon! Geek Bar Pulse features leading edge technology in every way. Every Geek Bar Pulse features Pulse Mode, which opens up the airflow for a dense vapor. If you prefer the standard vape experience for longer life, simply toggle the Pulse switch to 'Close'. The dual-mesh coil ensures best-in-class flavor and a large LED display makes it easy to track battery and e-liquid levels. Every Geek Bar Pulse is good for up to 15,000 puffs in Regular Mode and 7,500 puffs in Pulse Mode. What's included: 1 Geek Bar Pulse rechargeable device USB Type-C Cable is not included 5% salt nicotine Volume: 16ml (up to 15,000 puffs) Battery Capacity: 650mAh Dual Mesh Coil Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) Tap here to learn more about Geek Bar Pulse by visitng the official Geek Bar website at http://www.geekbar.com/ .",http://getpop.co/cdn/shop/products/geek-bar-pulse-15000-black-cherry-device_1024x1024.jpg?v=1707662543,http://getpop.co/cdn/shop/products/geek-bar-pulse-15000-black-cherry-device_2048x2048.jpg?v=1707662543
hqd-cuvie-plus-2-0-energy,HQD Cuvie Plus 2.0,HQD Cuvie Plus,Energy,6922415603798,$15.99,,TRUE,TRUE,,TRUE,,,,,,,5%,9000,18,https://getpop.co/products/hqd-cuvie-plus-2-0-energy,"Up to 9,000 puffs (18ml) USB Type-C Charging Cable is included Click or tap here for USB Type-C cable to recharge your HQD Cuvie Plus 2.0 rechargeable device. Flavor description coming soon! HQD Cuvie Plus 2.0 is a welcome upgrade to the original and wildly popular Cuvie Plus. The Cuvie Plus 2.0 is good for up to 9,000 puffs, thanks to 18ml of e-liquid and a rechargeable battery. An LED display makes it easy to monitor battery and e-liquid levels. What's included: 1 HQD Cuvie Plus 2.0 rechargeable device USB Type-C Cable is included 5% salt nicotine Volume: 18ml (up to 9,000 puffs) Rechargeable Battery: 600mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine (5.0%) Natural & Artificial Flavors Click or tap here to check out the HQD website at https://www.hqdtech.com/ .",http://getpop.co/cdn/shop/products/hqd-cuvie-plus-2-0-energy-box_1024x1024.jpg?v=1704254688,http://getpop.co/cdn/shop/products/hqd-cuvie-plus-2-0-energy-box_2048x2048.jpg?v=1704254688
handshake-15k-pod-dragon-strawnana,HandShake 15K Pod,,Dragon Strawnana,7308312805462,$9.99,,TRUE,TRUE,,,,,,,,,5%,5000,15,https://getpop.co/products/handshake-15k-pod-dragon-strawnana,"Up to 15,000 puffs (15ml) Rechargeable with the HandShake Smart Power Pack only (not included) NOTE: Recharge your HandShake 15K pod with the HandShake Smart Power Pack, found in the HandShake 15K Starter Kit. Ths HandShake 15K pod is terrific because you can vape it on its own, or recharge it with the HandShake Smart Power Pack. If you need a HandShake 15K, purchase the HandShake 15K Starter Kit. HandShake 15K is powered by North What's included: 1 HandShake 15K Pod only HandShake Smart Power Pack is not included 5% salt nicotine Volume: 15ml (up to 15,000 puffs when recharged with the HandShake Smart Power Pack Battery: 300mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine Natural & Artificial Flavors",http://getpop.co/cdn/shop/files/handshake-15k-pod-dragon-strawnana-device_1024x1024.jpg?v=1722357621,http://getpop.co/cdn/shop/files/handshake-15k-pod-dragon-strawnana-device_2048x2048.jpg?v=1722357621
oxbar-magic-maze-pro-10k-clear-jewel-1,Oxbar Magic Maze Pro 10K,,Clear Jewel,6953954836566,$12.99,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,5%,,18,https://getpop.co/products/oxbar-magic-maze-pro-10k-clear-jewel-1,"Up to 10,000 puffs (18ml) Adjustable Wattage (11-15W) Adjustable Airflow Mesh Coil LED Display Screen with Battery and E-Liquid Indicators Rechargeable via USB Type-C cable (not included) Flavor description coming soon! This flavor is part of the collaboration between Oxbar and Pod Juice. Oxbar Magic Maze Pro has incredible and innovative features. The most distinctive is adjustable wattage. Enjoy a standard vape experience at 11 watts, or increase the power up to 15 watts for a more intense hit. Along with adjustable wattage, the Oxbar Magic Maze features a smart LED display with e-liquid and battery indicators, adjustable airflow, and mesh coil. What's included: 1 Oxbar Magic Maze 10K rechargeable device USB Type-C Cable is not included 5% salt nicotine Volume: 18ml (up to 10,000 puffs) 650mAh rechargeable battery Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume)",http://getpop.co/cdn/shop/products/oxbar-magic-maze-pro-10k-clear-jewel-device_1024x1024.jpg?v=1707662647,http://getpop.co/cdn/shop/products/oxbar-magic-maze-pro-10k-clear-jewel-device_2048x2048.jpg?v=1707662647
air-bar-lux-cranberry-lemonade-ice,Air Bar Lux,Air Bar Lux,Cranberry Lemonade Ice,6581071806550,$4.99,TRUE,,TRUE,,,,cranberry,lemon,soda,,,5%,1000,7,https://getpop.co/products/air-bar-lux-cranberry-lemonade-ice,"Up to 1,000 puffs (2.7ml) GetPop recommends Lost Mary OS5000 Cranberry Soda Air Bar Lux Cranberry Lemonade Ice is sweet, tart, and fresh. We absolutely love this flavor, which is not too icy. This blend of cranberry and lemonade is citrus sweet, smooth, and perfectly balanced. It's spectacular. The Air Bar Galaxy Edition disposable features a mouthpiece that lights up when in use. We particularly love the rubber mouthpiece, making it easy to grip. What's included: 1 Air Bar Lux disposable device 5% salt nicotine Volume: 2.7ml (up to 1,000 puffs) Battery: 500mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine Natural & Artificial Flavors E-Liquid origin: China Device origin: China About Air Bar Lux Galaxy Edition AirBar Lux Galaxy Edition is made by Goldreams, based in China. The Galaxy Edition features a rubber mouthpiece that lights up when in use. Tap here to check out the Goldreams website at http://www.goldreams.com.cn/ .",http://getpop.co/cdn/shop/products/air-bar-lux-cranberry-lemonade-ice-device_1024x1024.jpg?v=1624501943,http://getpop.co/cdn/shop/products/air-bar-lux-cranberry-lemonade-ice-device_2048x2048.jpg?v=1624501943
hyde-x-3000-banana-papaya,Hyde X 3000,Hyde,Banana Papaya,6805154594902,$7.99,TRUE,TRUE,TRUE,TRUE,,TRUE,banana,papaya,,,,5%,3000,7,https://getpop.co/products/hyde-x-3000-banana-papaya,"Up to 3,000 puffs (7ml) Mesh Coil Flavor desciption coming soon! Hyde X 3000 takes Hyde back to the basics, focusing on flavor first with a mesh coil. Note: the Hyde X 3000 does not feature adjustable airflow or rechargeable battery. What's included: 1 Hyde X 3000 disposable device 5% salt nicotine Volume: up to 3,000 puffs 950mAh battery (not rechargeable) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) About Hyde X 3000 Hyde brings back a flavor-first approach with the Hyde X disposable, good for 3,000 puffs. While there is no adjustable airflow and the battery is not rechargeable battery, the flavors shine through with a mesh coil in a slim device and signature flavors by Hyde. Tap here to check out the Hyde website at http://hydedisposables.com/ .",http://getpop.co/cdn/shop/products/hyde-x-3000-banana-papaya_2_1024x1024.jpg?v=1664988223,http://getpop.co/cdn/shop/products/hyde-x-3000-banana-papaya_2_2048x2048.jpg?v=1664988223
monster-bars-3500-butterscotch-custard,Monster Bars 3500,Monster Bars 3500,Butterscotch Custard,6750776557654,$14.99,TRUE,,TRUE,TRUE,,,,,,,,5%,3500,7,https://getpop.co/products/monster-bars-3500-butterscotch-custard,"Up to 3,500 puffs (7ml) Mesh Coil Monster Bars 3500 Butterscotch Custard features a classic butterscotch flavor. There's no ice here in this custard blend. There's very little cream or milky flavor here, it's really a true butterscotch that's not too sweet. We highly recommend this if you enjoy caramel, vanilla custard, or even smooth tobacco flavors. Monster Bars 3500 is the next generation of ultra-premium disposable devices by Monster Vape Labs, producers of top quality salt nicotine and free base e-liquids. The Monster Bars 3500 disposable device features a mesh coil and silicon tip for excellent flavor. Whether it's fruit, iced, mint, or custard flavors, we highly recommend you try one to experience how good they are. What's included: 1 Monster Bars Ultra Premium disposable device with Mesh Coil 5% salt nicotine Volume: 7ml (up to 3,500 puffs) Battery: 1,200mAh Ingredients: USP Vegetable Glycerin USP Propylene Glycol Natural and Artificial Flavorings USP Nicotine (5%) Made in the USA with foreign ingredients About Monster Bars 3500 Monster Bars 3500 is the new and improved disposable device by Monster Vape Labs. While the original Monster Bars Mesh 2500 was a huge hit with fans, it has been replaced with the Monster Bars 3500, which not only lasts longer than the original, but also features a silicon tip mouthpiece for a better vape experience. We still enjoy a mesh coil for excellent flavors made by Monster. Based in Orlando, FL, Monster Vape Labs pioneered high quality salt nicotine and freebase e-liquids. We are excited to feature some of the best quality disposable devices made by a brand known for producing some of the best flavors in the market. Tap here to check out the official Monster Vape Labs website at https://monstervapelabs.com/ .",http://getpop.co/cdn/shop/products/monster-bars-mesh-3500-butterscotch-custard-device_1024x1024.jpg?v=1652405612,http://getpop.co/cdn/shop/products/monster-bars-mesh-3500-butterscotch-custard-device_2048x2048.jpg?v=1652405612
hqd-cuvie-plus-candy,HQD Cuvie Plus,HQD Cuvie Plus,Candy,4979621232726,$11.99,TRUE,,,,,,candy,,,,,5%,1200,,https://getpop.co/products/hqd-cuvie-plus-candy,"1,200 puffs (5.0ml) HQD Cuvie Plus Candy features a new flavor by HQD. Candy delivers a classic hard candy flavor that's light and sweet, balanced by a thin cool finish. What's included: 1 HQD Cuvie Plus disposable device 5% salt nicotine Volume: 5.0ml (1,200 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine E-Liquid origin: China Device origin: China About HQD Cuvie Plus HQD Cuvie brings their e-liquid to a larger, longer-lasting device, filled with the same e-liquid flavors that made the HQD Cuvie a hit.",http://getpop.co/cdn/shop/products/hqd-cuvie-plus-candy-device_1024x1024.jpg?v=1624117491,http://getpop.co/cdn/shop/products/hqd-cuvie-plus-candy-device_2048x2048.jpg?v=1624117491
frozen-fruit-monster-salt-black-cherry-ice,Frozen Fruit Monster Salt,,Black Cherry Ice,6944931184726,$12.99,,,,,,,cherry,,,,,,,30,https://getpop.co/products/frozen-fruit-monster-salt-black-cherry-ice,Salt Nicotine e-liquid Use with refillable pod system. Click or tap here to shop Refillable Pod Systems Flavor description coming soon! Product details: Volume: 30ml Nicotine options: 2.4% (24mg) 4.8% (48mg) Tap here to check out the Monster Vape Labs website at https://monstervapelabs.com/ .,http://getpop.co/cdn/shop/files/frozen-fruit-monster-salt-black-cherry-ice-48mg-bottle_1024x1024.jpg?v=1711233819,http://getpop.co/cdn/shop/files/frozen-fruit-monster-salt-black-cherry-ice-48mg-bottle_2048x2048.jpg?v=1711233819
pod-mesh-flo-frozen-tropical-peach,Pod Mesh FLO,Pod Mesh FLO,Frozen Tropical Peach,6725249826902,$11.99,TRUE,,,TRUE,,TRUE,peach,tropical,,,,5.50%,3500,10,https://getpop.co/products/pod-mesh-flo-frozen-tropical-peach,"Up to 3,500 puffs (10ml) Adjustable Airflow (via dial) Mesh Coil E-Liquid Made in USA NOTE: to activate the Pod Flo, turn the adjustable airflow dial on the bottom of the device The Pod Mesh FLO Tropical Peach is a true orchard peach flavor with ice. If you enjoy peach ice, this is a terrific match for you. Pod Mesh FLO is a welcome upgrade to the Pod 2500 Mesh disposable device. We love the bottle-shaped contoured shape, which makes it easy to handle and a pleasure to use. The Pod Flo features adjustable airflow, a mesh coil, and the same quality flavors made by Pod Juice in 5.5% nicotine. Distributed by Pod Juice. What's included: 1 Pod Mesh FLO disposable device with Mesh Coil and adjustable airflow 5.50% salt nicotine Volume: 10ml (up to 3,500 puffs) Ingredients: USP Grade Propylene Glycol USP Grade Vegetable Glycerin USP Nicotine (5.50%) Natural & Artificial Flavors E-Liquid origin: China Device origin: China About Pod Mesh FLO by Pod Juice The Pod Flo Mesh is a welcome upgrade from the original Pod 2500 disposable device. Brought to you by Pod Juice, every Pod Flo disposable device features a mesh coil, adjustable airflow, and high grade e-liquid flavors made in USA. Tap here to check out the Pod Juice website at https://podjuice55.com/ .",http://getpop.co/cdn/shop/products/pod-mesh-flo-3500-frozen-tropical-peach-device_1024x1024.jpg?v=1647394195,http://getpop.co/cdn/shop/products/pod-mesh-flo-3500-frozen-tropical-peach-device_2048x2048.jpg?v=1647394195
hqd-cuvie-plus-black-ice,HQD Cuvie Plus,HQD Cuvie Plus,Black Ice,4997735776342,$11.99,TRUE,,,,,,blackberry,,,,,5%,1200,,https://getpop.co/products/hqd-cuvie-plus-black-ice,"1,200 puffs (5.0ml) HQD Cuvie Plus Black Ice features a deep, rich blackberry flavor with a icy cool finish that is clean, smooth, and delicious. What's included: 1 HQD Cuvie Plus disposable device 5% salt nicotine Volume: 5.0ml (1,200 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine E-Liquid origin: China Device origin: China About HQD Cuvie Plus HQD Cuvie brings their e-liquid to a larger, longer-lasting device, filled with the same e-liquid flavors that made the HQD Cuvie a hit.",http://getpop.co/cdn/shop/products/hqd-cuvie-plus-black-ice-device_1024x1024.jpg?v=1624117486,http://getpop.co/cdn/shop/products/hqd-cuvie-plus-black-ice-device_2048x2048.jpg?v=1624117486
tyson-round-2-cool-mint,Tyson 2.0 Round 2,,Cool Mint,6932607172694,$14.99,TRUE,TRUE,TRUE,TRUE,TRUE,,mint,,,,,5%,7500,16,https://getpop.co/products/tyson-round-2-cool-mint,"Up to 7,500 puffs (16ml) Smart LED Display Mesh Coil Rechargeable via USB Type-C cable (included) USB Type-C Charging Cable is included Flavor description coming soon! Tyson Round 2 is an enhanced version of the original Tyson 2.0 Heavy Weight. New features include a FYRE mesh coil and LCD display reporting e-liquid and battery levels. What's included: 1 Tyson 2.0 Round 2 rechargeable disposable device Micro USB Cable is included 5% salt nicotine Volume: 16ml (7,500 puffs) Battery Capacity: 650mAh Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine",http://getpop.co/cdn/shop/products/tyson-round-2-cool-mint-box_1024x1024.jpg?v=1707662899,http://getpop.co/cdn/shop/products/tyson-round-2-cool-mint-box_2048x2048.jpg?v=1707662899
air-bar-mini-2000-clear,Air Bar Mini 2000,Air Bar Mini 2000,Clear,6844343320662,$9.99,TRUE,,TRUE,,,,lime,,,,,5%,2000,5,https://getpop.co/products/air-bar-mini-2000-clear,"Up to 2,000 puffs (5ml) Air Bar Mini Clear is a chilled flavor that’s extra cold and laced with lime. It pairs perfectly with just about any cold beverage. The tagline for Air Bar Mini 2000 is Mini but Mighty . As such, the Air Bar Mini packs up to 2,000 puffs in a small device designed to fit anywhere. This is a perfect if you prefer a simple device that simply gets the job done, providing incredible flavor in a compact, sleek, and discrete fashion. What's included: 1 Air Bar Mini disposable device 5% salt nicotine Volume: 5ml (up to 2,000 puffs) Battery: 600mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine Natural & Artificial Flavors About Air Bar Mini 2000 Air Bar Mini is a sleek, compact device that's good for up to 2,000 puffs. This is a perfect match if you prefer simplicity over features. Air Bar Mini 2000 is made by Goldreams, based in China. Every Air Bar Box disposable is QR-code verifiable for authenticity. Tap here to check out the official Air Bar website at https://www.airbar.com/ .",http://getpop.co/cdn/shop/products/air-bar-mini-2000-clear-device_1024x1024.jpg?v=1680542551,http://getpop.co/cdn/shop/products/air-bar-mini-2000-clear-device_2048x2048.jpg?v=1680542551
