title,brand,product,skunumber,price,description,eliquid_contents,nicotine_level,puffs_per_device,puffs_per_device_normal,battery,flavor_options,coil,led,dual_tank,smart_led,turbo,disposable_vape_battery,charging_dock,full_led_screen,power_mode_setting,airflow,operation,url
OFF-STAMP SW9000 DISPOSABLE PODS,OFF-STAMP,OFF-STAMP SW9000 DISPOSABLE PODS,,$7.99,"Check out the Off-Stamp SW9000 Disposable Pod, featuring a 13mL prefilled capacity, 200mAh battery, 5% nicotine strength, and pairs with the battery backpack.
OFF-STAMP SW9000 DISPOSABLE PODS FEATURES:
• PREFILLED CAPACITY: 13mL
• BATTERY CAPACITY: 200mAh
• MAX PUFFS: 9,000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• DISPLAY SCREEN: LED
• CHARGING: USB Type-C
• Battery Life Indicator
• Magnetic Connection to Battery Backpack
INCLUDES:
• 1 OFF-Stamp SW9000 Disposable POD
AVAILABLE OPTIONS:
• Blue Razz Ice
• California Cherry
• Cherry Strazz
• Dragon Strawnana
• Juicy Peach
• Miami Mint
• Sour Lush Gummy
• Watermelon Ice
CALIFORNIA PROPOSITION 65 Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Disclaimer: Both rechargeable (Li-ion, LiPo) and non-rechargeable batteries carry inherent risks. ElementVape.com, its parent companies, and subsidiaries are not liable for any damage, injury, or defects, whether direct or indirect, resulting from the use, misuse, mishandling, or improper storage of batteries, chargers, or devices.",13mL,5% (50mg),"9,000","9,000",200mAh,"Blue Razz Ice, California Cherry, Cherry Strazz, Dragon Strawnana, Juicy Peach, Miami Mint, Sour Lush Gummy, Watermelon Ice",,yes,,no,,200mAh,USB Type-C,yes,,,Draw-Activated,https://www.elementvape.com/off-stamp-sw9000-disposable-pods
JNR PHONEVAPE 30000 DISPOSABLE,JNR,JNR PHONEVAPE 30000 DISPOSABLE,,$15.99,"Experience the future of vaping with the JNR PhoneVape 30000 Disposable, a groundbreaking device that offers an impressive 30,000 puffs in regular mode and 18,000 puffs in pulse mode. This all-in-one vape comes prefilled with 19mL of e-liquid and boasts a 5% nicotine strength, delivering a satisfying experience. Powered by an 850mAh battery, the PhoneVape includes a touch screen that provides essential information such as battery life and e-liquid levels. Beyond vaping, it offers unique functionalities like a call feature, text messaging, remote camera access, and even a ""Find Your Phone"" option, all within a sleek, draw-activated design. Recharge quickly with USB Type-C and enjoy customizable airflow to tailor your vaping experience. With security features like a private lock and access to the Smooth App, the JNR PhoneVape 30000 is more than just a vape—it's a multifunctional device that fits seamlessly into your lifestyle.
JNR PHONEVAPE 30000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 19mL
• BATTERY CAPACITY: 850mAh
• MAX PUFFS: 30K (Regular Mode) | 18K (Pulse Mode)
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• DISPLAY SCREEN: Touch Screen
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
• Call Feature
• Text Message
• Remote Camera
• Adjustable Airflow
• Find Your Phone
• Private Lock
• Smooth App
INCLUDES:
• 1 JNR PhoneVape 30000 Disposable
AVAILABLE OPTIONS:
• Banana Ice
• Blue Razz Ice
• Blueberry Watermelon
• Fcuking Fab
• Miami Mint
• Peach Mango Watermelon
• Sour Apple Ice
• Strawberry Ice
• Watermelon Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",19mL,5% (50mg),30K (Regular Mode) | 18K (Pulse Mode),18K (Pulse Mode),850mAh,"Banana Ice, Blue Razz Ice, Blueberry Watermelon, Fcuking Fab, Miami Mint, Peach Mango Watermelon, Sour Apple Ice, Strawberry Ice, Watermelon Ice",,yes,,yes,,850mAh,USB Type-C,yes,,,Draw-Activated,https://www.elementvape.com/jnr-phonevape-30k-disposable
JNR VAPEWATCH 30000 DISPOSABLE,JNR,JNR VAPEWATCH 30000 DISPOSABLE,,$15.99,"Unleash the power of the JNR VapeWatch 30000 Disposable, a revolutionary vape device that seamlessly integrates advanced technology with convenience. Offering up to 30,000 puffs in regular mode and 18,000 puffs in pulse mode, this device is prefilled with 19mL of e-liquid and contains 5% nicotine for a robust vaping experience. The VapeWatch features a touch screen display that provides real-time updates on battery life and e-liquid levels, while also offering unique functionalities such as calling, text messaging, and remote camera control. With adjustable airflow, you can customize your vaping session to your preference. The device also includes a ""Find Your Phone"" feature, private lock, and access to the Smooth App, making it more than just a vape—it's a tech-savvy gadget. Plus, the removable smartwatch adds an extra layer of convenience and style, ensuring you're always connected while on the go. Recharge easily with USB Type-C and enjoy a vaping experience like no other.
JNR VAPEWATCH 30000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 19mL
• BATTERY CAPACITY: 850mAh
• MAX PUFFS: 30K (Regular Mode) | 18K (Pulse Mode)
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• DISPLAY SCREEN: Touch Screen
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
• Call Feature
• Text Message
• Remote Camera
• Adjustable Airflow
• Find Your Phone
• Private Lock
• Smooth App
• Removeable Watch
INCLUDES:
• 1 JNR VapeWatch 30000 Disposable
AVAILABLE OPTIONS:
• Blue Razz Ice
• Blueberry Watermelon
• Georgia Peach
• Miami Mint
• Orange Mango
• Sour Apple Ice
• Strawberry Banana
• Strawberry Ice
• Triple Berry
• Watermelon ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",19mL,5% (50mg),30K (Regular Mode) | 18K (Pulse Mode),18K (Pulse Mode),850mAh,"Blue Razz Ice, Blueberry Watermelon, Georgia Peach, Miami Mint, Orange Mango, Sour Apple Ice, Strawberry Banana, Strawberry Ice, Triple Berry, Watermelon ice",,yes,,yes,,850mAh,USB Type-C,yes,,,Draw-Activated,https://www.elementvape.com/jnr-vapewatch-30k-disposable
LOST VAPE REFEEL 18K DISPOSABLE,LOST VAPE,LOST VAPE REFEEL 18K DISPOSABLE,,$12.99,"Check out the Lost Vape REFEEL 18K Disposable, featuring an 18mL prefilled capacity, separated 280mAh device battery, and optional 1000mAh magnetic power bank. Powered by a 1.0ohm mesh coil, the REFEEL delivers exceptional vapor in a vast array of flavors. In addition, the dynamic full-screen display comes loaded with a battery and e-liquid indicator light, granting the user the ability to discern the remaining levels at a simple glance.
LOST VAPE REFEEL 18K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 18mL
• BATTERY CAPACITY: 280mAh Battery | 1000mAh Magnetic Power Bank
• MAX PUFFS: 18,000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: 1.0ohm Mesh Coil
• AIRFLOW: Fixed
• DISPLAY SCREEN: Dynamic Full Screen Display
• CHARGING: Type-C
• RGB Lighting
INCLUDES:
• 1 Lost Vape REFEEL 18K Disposable
AVAILABLE OPTIONS:
• Berry Gummy
• Bliss Moment
• Blue Razz Melon Ice
• Blueberry Grapefruit
• Cherry Berry
• Grape Ice
• Lemon Mint Soda
• Lime Berry Orange
• Spearmint
• Strawberry Kiwi
• Strawberry Lime
• Strawnana
• Sweet Delight
• Tropical Twist
• Watermelon Ice
CALIFORNIA PROPOSITION 65 Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Disclaimer: Both rechargeable (Li-ion, LiPo) and non-rechargeable batteries carry inherent risks. ElementVape.com, its parent companies, and subsidiaries are not liable for any damage, injury, or defects, whether direct or indirect, resulting from the use, misuse, mishandling, or improper storage of batteries, chargers, or devices.",18mL,5% (50mg),"18,000","18,000",280mAh Battery | 1000mAh Magnetic Power Bank,"Berry Gummy, Bliss Moment, Blue Razz Melon Ice, Blueberry Grapefruit, Cherry Berry, Grape Ice, Lemon Mint Soda, Lime Berry Orange, Spearmint, Strawberry Kiwi, Strawberry Lime, Strawnana, Sweet Delight, Tropical Twist, Watermelon Ice",1.0ohm Mesh Coil,yes,,no,,280mAh Battery | 1000mAh Magnetic Power Bank,Type-C,yes,,Fixed,Draw-Activated,https://www.elementvape.com/lost-vape-refeel-18k-disposable
IJOY SD40000 DISPOSABLE,IJOY,IJOY SD40000 DISPOSABLE,,$15.99,"Check out the iJoy SD40000 Disposable, featuring a 750mAh integrated battery, 0.4ohm dual mesh coils, and advanced AI voice control features.
IJOY SD40000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 20mL
• BATTERY CAPACITY: 750mAh
• MAX PUFFS: 40000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: 0.4ohm Dual Mesh Coils
• AIRFLOW: Draw-Activated
• DISPLAY SCREEN: 3D Curved Screen
• CHARGING: Type-C
• AI Voice Control
• S Mode
• D Mode
INCLUDES:
• 1 iJoy SD40000 Disposable
AVAILABLE OPTIONS:
• B-Pop
• Blueberry Ice
• Blueberry Watermelon
• Cotton Candy
• Gummy Bears
• Miami Mint
• Pineapple Kiwi
• Strawberry Banana
• Strawberry Ice Cubes
• Watermelon Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",20mL,5% (50mg),40000,40000,750mAh,"B-Pop, Blueberry Ice, Blueberry Watermelon, Cotton Candy, Gummy Bears, Miami Mint, Pineapple Kiwi, Strawberry Banana, Strawberry Ice Cubes, Watermelon Ice",0.4ohm Dual Mesh Coils,yes,,no,,750mAh,Type-C,yes,,Draw-Activated,Draw-Activated,https://www.elementvape.com/ijoy-sd40000
OXBAR X POD JUICE SVOPP 30K DISPOSABLE POD,OXBAR,OXBAR X POD JUICE SVOPP 30K DISPOSABLE POD,,$13.99,"Check out the OXBAR SVOPP 25K Disposable Pod, featuring a powerful dual mesh coil layout, magnetic battery connection, and a refillable e-liquid slot.
OXBAR SVOPP 25K DISPOSABLE POD FEATURES:
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• Requires SVOPP Battery to Vape (Sold Separately)
• HEATING ELEMENT: 1.0ohm Dual Mesh Coils
• AIRFLOW: Adjustable
INCLUDES:
• 1 OXBAR SVOPP 25K Disposable Pod
AVAILABLE OPTIONS:
• Clear Emerald
 • Dragonfruit Lemonade
• Fruity Pebz
• Fruity Worms
• Honey Nutty O's
• Jewel Mint Emerald
• Jolly Blue Razz
• Juicy Pink Watermelon
• Rocket Pop
• Strawberry Banana Dream
• Strawberry Pink Burst
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,5% (50mg),,,,"Clear Emerald,  Dragonfruit Lemonade, Fruity Pebz, Fruity Worms, Honey Nutty O's, Jewel Mint Emerald, Jolly Blue Razz, Juicy Pink Watermelon, Rocket Pop, Strawberry Banana Dream, Strawberry Pink Burst",1.0ohm Dual Mesh Coils,no,,no,,,,no,,Adjustable,Draw-Activated,https://www.elementvape.com/oxbar-svopp
JNR SHISHA HOOKAH BOX 30K DISPOSABLE,JNR,JNR SHISHA HOOKAH BOX 30K DISPOSABLE,,$13.99,"Shop the JNR Shisha Hookah Box 30K Disposable, featuring a 20mL prefilled capacity, dual mesh coils, two firing modes, HD display screen, and delivers up to 15K or 30K depending on the mode selected.
JNR SHISHA HOOKAH BOX 30K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 20mL
• BATTERY CAPACITY: 1000mAh
• MAX PUFFS: 15K (DTL Mode) | 30K (Boost Mode)
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual Mesh Coils
• AIRFLOW: Fixed
• DISPLAY SCREEN: HD Display Screen
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 1 JNR Shisha Hookah Box 30K Disposable
AVAILABLE OPTIONS:
• Blueberry Ice
• Blueberry Mint
• Cherry Watermelon Freeze
• Double Apple
• Double Melon Mint
• Juicy Peaches
• Lady Killa (Mixed Berries)
• Love 66
• Mixed Berry Ice
• Strawberry Grape
• Strawberry Ice
• Strawberry Kiwi
• Strawberry Raspberry Candy
• Watermelon Ice
• Watermelon Strawberry Bubblegum
CALIFORNIA PROPOSITION 65 Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Disclaimer: Both rechargeable (Li-ion, LiPo) and non-rechargeable batteries carry inherent risks. ElementVape.com, its parent companies, and subsidiaries are not liable for any damage, injury, or defects, whether direct or indirect, resulting from the use, misuse, mishandling, or improper storage of batteries, chargers, or devices.",20mL,5% (50mg),15K (DTL Mode) | 30K (Boost Mode),30K (Boost Mode),1000mAh,"Blueberry Ice, Blueberry Mint, Cherry Watermelon Freeze, Double Apple, Double Melon Mint, Juicy Peaches, Lady Killa (Mixed Berries), Love 66, Mixed Berry Ice, Strawberry Grape, Strawberry Ice, Strawberry Kiwi, Strawberry Raspberry Candy, Watermelon Ice, Watermelon Strawberry Bubblegum",Dual Mesh Coils,yes,,no,,1000mAh,USB Type-C,yes,,Fixed,Draw-Activated,https://www.elementvape.com/jnr-shisha-hookah-box-disposable
VIHO SUPERCHARGE PRO 20K DISPOSABLE,VIHO,VIHO SUPERCHARGE PRO 20K DISPOSABLE,,$15.99,"Check out the VIHO Supercharge Pro 20K Disposable, featuring a 850mAh battery, 20K puff delivery, dual coil technology, and features 7 amazing flavors.
VIHO SUPERCHARGE PRO 20K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: TBD
• BATTERY CAPACITY: 850mAh
• MAX PUFFS: 20,000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual Coil Technology
• AIRFLOW: Fixed
• DISPLAY SCREEN: Iconic 3D Screen
• CHARGING: USB Type-C
• Battery Life Indicator
INCLUDES:
• 1 VIHO Supercharge Pro 20K Disposable
AVAILABLE OPTIONS:
• Blue Razz Ice
• Frozen Nana
• Miami Mint
• Orange Splash
• Sour Skittle
• Spearmint
• Strawberry Watermelon
CALIFORNIA PROPOSITION 65 Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Disclaimer: Both rechargeable (Li-ion, LiPo) and non-rechargeable batteries carry inherent risks. ElementVape.com, its parent companies, and subsidiaries are not liable for any damage, injury, or defects, whether direct or indirect, resulting from the use, misuse, mishandling, or improper storage of batteries, chargers, or devices.",TBD,5% (50mg),"20,000","20,000",850mAh,"Blue Razz Ice, Frozen Nana, Miami Mint, Orange Splash, Sour Skittle, Spearmint, Strawberry Watermelon",Dual Coil Technology,yes,,no,,850mAh,USB Type-C,yes,,Fixed,Draw-Activated,https://www.elementvape.com/viho-supercharge-pro
NASTY BAR HOOQA 10000 DTL DISPOSABLE,FIND BRAND,NASTY BAR HOOQA 10000 DTL DISPOSABLE,,$15.99,"Check out the Nasty Bar HOOQA 10K Disposable, featuring a 17mL Direct-To-Lung prefilled capacity, 0.3% or 3mg nicotine strength, and is designed for delivering DTL flavor.
NASTY BAR HOOQA 10000 DTL DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 17mL
• BATTERY CAPACITY: 600mAh
• MAX PUFFS: 10000 Puffs
• NICOTINE STRENGTH: 3mg (0.3%)
• OPERATION: Draw-Activated
• HEATING ELEMENT: 0.6ohm Mesh Coils
• AIRFLOW: Fixed
• DISPLAY SCREEN: Digital Display
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 1 Nasty Juice HOOQA 10K DTL Disposable
AVAILABLE OPTIONS:
• Chewy Mint
• Geisha
• Grape Ice
• Lemon Cherry
• Mango Ice
• Orange Mint
• Shisha Double Apple
• Shisha Lemon Mint
• Strawberry Guava Kiwi
• Vimto Bull
CALIFORNIA PROPOSITION 65 Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Disclaimer: Both rechargeable (Li-ion, LiPo) and non-rechargeable batteries carry inherent risks. ElementVape.com, its parent companies, and subsidiaries are not liable for any damage, injury, or defects, whether direct or indirect, resulting from the use, misuse, mishandling, or improper storage of batteries, chargers, or devices.",17mL,3mg (0.3%),10000 Puffs,10000 Puffs,600mAh,"Chewy Mint, Geisha, Grape Ice, Lemon Cherry, Mango Ice, Orange Mint, Shisha Double Apple, Shisha Lemon Mint, Strawberry Guava Kiwi, Vimto Bull",0.6ohm Mesh Coils,yes,,no,,600mAh,USB Type-C,yes,,Fixed,Draw-Activated,https://www.elementvape.com/nasty-bar-hooqa
PYRO BOOST 25K DISPOSABLE,PYRO,PYRO BOOST 25K DISPOSABLE,,$14.99,"Shop the Pyro Boost 25K Disposable, featuring 20mL prefilled capacity, dual 1.0ohm mesh coils, and operates off a draw or breath-activated firing mechanism.
PYRO BOOST 25K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 20mL
• BATTERY CAPACITY: 760mAh
• MAX PUFFS: 25000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Dual-Firing | Draw or Button
• HEATING ELEMENT: Dual 1.0ohm Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: Digital
• CHARGING: USB Type-C
INCLUDES:
• 1 Pyro Boost 25K Disposable
AVAILABLE OPTIONS:
• Blue Strawberry
• CA Mint
• Cherry Berry Gum
• Clear
• Coffee
• Honeydew Watermelon
• Strawberry Ice
• Strawberry Mango
• Strawberry Watermelon
• Sweet Menthol
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",20mL,5% (50mg),25000,25000,760mAh,"Blue Strawberry, CA Mint, Cherry Berry Gum, Clear, Coffee, Honeydew Watermelon, Strawberry Ice, Strawberry Mango, Strawberry Watermelon, Sweet Menthol",Dual 1.0ohm Mesh Coils,yes,,no,,760mAh,USB Type-C,yes,,Adjustable,Dual-Firing | Draw or Button,https://www.elementvape.com/pyro-boost
MEMERS XSORB ME25K DISPOSABLE,FIND BRAND,MEMERS XSORB ME25K DISPOSABLE,,$14.99,"Shop the Memers XSORB ME25K Disposable, featuring 20mL of prefilled capacity, 900mAh battery, dual 1.0ohm mesh coils, and MTL / RDL airflow adjustment. Offering three firing modes, the Memers XSORB vape can deliver 12W, 16W, or 20W output, respectively. 
MEMERS XSORB ME25K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 20mL
• BATTERY CAPACITY: 900mAh
• MAX PUFFS: 25000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual 1.0ohm Mesh Coils
• AIRFLOW: MTL / RDL Adjustable
• DISPLAY SCREEN: Digital
• CHARGING: USB Type-C
INCLUDES:
• 1 Memers XSORB ME25K Disposable
AVAILABLE OPTIONS:
• Allora Tobacco
• Blue Razz Ice
• Cherry Cola
• Cool Mint
• Grape Ice
• Mango Ice
• Mixed Berries
• Passionfruit Orange Guava
• Peach Ice
• Strawberry Banana
• Strawberry Ice
• Strawberry Ice Cream
• Tropical Fruit
• Watermelon Ice
• White Gummy
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",20mL,5% (50mg),25000,25000,900mAh,"Allora Tobacco, Blue Razz Ice, Cherry Cola, Cool Mint, Grape Ice, Mango Ice, Mixed Berries, Passionfruit Orange Guava, Peach Ice, Strawberry Banana, Strawberry Ice, Strawberry Ice Cream, Tropical Fruit, Watermelon Ice, White Gummy",Dual 1.0ohm Mesh Coils,yes,,no,,900mAh,USB Type-C,yes,,MTL / RDL Adjustable,Draw-Activated,https://www.elementvape.com/memers-xsorb
KEEP IT 100 20K DISPOSABLE,KEEP IT 100,KEEP IT 100 20K DISPOSABLE,,$19.99,"Check out the Keep It 100 20K Disposable, featuring a 20mL prefilled capacity, 650mAh battery, mesh coil configurations, adjustable airflow, and display screen. Packed with delicious flavors, the Keep It 100 disposable device delivers up to 20,000 puffs output by a mesh coil.
KEEP IT 100 20K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 20mL
• BATTERY CAPACITY: 650mAh
• MAX PUFFS: 20000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Dual-Firing | Draw or Button
• HEATING ELEMENT: Mesh Coil
• AIRFLOW: Adjustable
• DISPLAY SCREEN: Digital Screen
• CHARGING: USB Type-C
INCLUDES:
• 1 Keep It 100 20K Disposable
AVAILABLE OPTIONS:
• Blue Slushie
• Blue Slushie Lemonade
• Kiberry Killa
• Maui Blast
• Strawberry Milk
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",20mL,5% (50mg),20000,20000,650mAh,"Blue Slushie, Blue Slushie Lemonade, Kiberry Killa, Maui Blast, Strawberry Milk",Mesh Coil,yes,,no,,650mAh,USB Type-C,yes,,Adjustable,Dual-Firing | Draw or Button,https://www.elementvape.com/keep-it-100-disposable
PYRO DUO 30000 DISPOSABLE,PYRO,PYRO DUO 30000 DISPOSABLE,,$17.99,"Check out the Pyro DUO 30K Disposable, featuring two tanks with a combined 24mL prefilled capacity, 3 adjustable airflow settings, and utilizes quad mesh coils. Offering two flavors per Pyro Duo Vape, the Duo Disposable Vape can access either tank, firing a dual coil configuration to deliver outstanding flavor or vapor at the press of a button.
PYRO DUO 30000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 24mL (2 x 12mL Tanks)
• BATTERY CAPACITY: 900mAh
• MAX PUFFS: 30000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Four Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: HD Screen
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 1 PYRO DUO 30K Disposable
AVAILABLE OPTIONS:
• Berry Melon Ice / Melon Madness
• Blue Razz / Blue Razz Ice
• Cherry Berry / Cali Cherry
• Clear / Flavorless
• Cool Cherry Lemon / Lemon Cola
• Cool Mint / Cool Mint
• Grape Chew / Grape Pop
• Juicy Peach / Peach Ice
• Mexico Mango / Maui Pineapple
• Miami Mint / Miami Mint
• Peppermint / Spearmint
• Strawberry Chew / Strawberry Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",24mL (2 x 12mL Tanks),5% (50mg),30000,30000,900mAh,"Berry Melon Ice / Melon Madness, Blue Razz / Blue Razz Ice, Cherry Berry / Cali Cherry, Clear / Flavorless, Cool Cherry Lemon / Lemon Cola, Cool Mint / Cool Mint, Grape Chew / Grape Pop, Juicy Peach / Peach Ice, Mexico Mango / Maui Pineapple, Miami Mint / Miami Mint, Peppermint / Spearmint, Strawberry Chew / Strawberry Ice",Four Mesh Coils,yes,,no,,900mAh,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/pyro-duo
FLUM UT BAR PRO 25000 DISPOSABLE,UT BAR,FLUM UT BAR PRO 25000 DISPOSABLE,,$14.99,"Experience the FLUM UT Bar Pro 25000 Disposable, a high-performance device delivering up to 25,000 puffs with its substantial 15.5mL prefilled e-liquid capacity. This disposable vape is powered by a 760mAh battery, rechargeable via USB Type-C, and features dual-mesh coils for superior flavor and vapor output. With a 5% nicotine strength and simple draw-activated operation, this device offers convenience and satisfaction in every puff. The FLUM UT Bar Pro also includes a LED display screen, a unique Galaxy Display, and two power modes to customize your vaping experience. The battery life and e-liquid level indicators keep you informed, ensuring a consistent and reliable vape every time.
FLUM UT BAR PRO 25000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 15.5mL
• BATTERY CAPACITY: 760mAh
• MAX PUFFS: 25000 (25K)
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw
• HEATING ELEMENT: Dual-Mesh Coils
• DISPLAY SCREEN: LED
• CHARGING: USB Type-C
• Galaxy Display
• 2 Power Modes
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 1 FLUM UT Bar Pro 25000 Disposable
AVAILABLE OPTIONS:
• Blue Razz Icy
• Clear
• Cool Mint
• Grape Pop Icy
• Mt. Rainier
• Passion Kiwi
• Peach Mango Watermelon
• Raspberry Apple Blackberry
• Red Pop
• Strawberry Blast
• Strawmelon Peach
• Thai Mango Icy
• Tobacco Cream
• Watermelon Blueberry
• Watermelon Icy
• White Gummy
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",15.5mL,5% (50mg),25000 (25K),25000 (25K),760mAh,"Blue Razz Icy, Clear, Cool Mint, Grape Pop Icy, Mt. Rainier, Passion Kiwi, Peach Mango Watermelon, Raspberry Apple Blackberry, Red Pop, Strawberry Blast, Strawmelon Peach, Thai Mango Icy, Tobacco Cream, Watermelon Blueberry, Watermelon Icy, White Gummy",Dual-Mesh Coils,yes,,no,,760mAh,USB Type-C,yes,,,Draw,https://www.elementvape.com/flum-ut-bar-pro-25000-disposable
WAKA DUO 27000 DISPOSABLE,WAKA,WAKA DUO 27000 DISPOSABLE,,$14.99,"Explore the WAKA Duo 27000 Disposable, featuring an incredible 27,000 puff capacity, dual touch screens, and powerful dual-mesh coils for an unparalleled vaping experience. With a substantial 19mL prefilled e-liquid capacity and a robust 800mAh battery, this device ensures long-lasting performance, delivering a consistent 5% nicotine strength (50mg) for satisfying hits. The WAKA Duo 27000 is designed for convenience with a draw-activated operation, adjustable airflow, and USB Type-C charging. Its dual power modes and intuitive battery and e-liquid level indicators make it easy to customize your vape sessions. For those who seek innovation and longevity in a disposable vape, the WAKA Duo 27000 stands out as the ultimate choice.
WAKA DUO 27000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 19mL
• BATTERY CAPACITY: 800mAh
• MAX PUFFS: 27000 (27K)
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual-Mesh Coils
• AIRFLOW: Adjustable Switch
• DISPLAY SCREEN: Dual Touch Screen
• CHARGING: USB Type-C
• 2 Power Modes
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 1 WAKA Duo 27000 Disposable
AVAILABLE OPTIONS:
• Apple Rainbow Ice
• Banana Raspberry Ice
• Berry Trio Ice
• Canada D. Ice (Ginger Ale)
• Cherry Razz Lime Ice
• Cuke Lemon Lime Ice
• Grapefruit Lime Ice
• Lime Sparkle Ice
• Miami Mint
• Sour Blue Razz Ice
• Sour Mango Pineapple Ice
• Sour Peach Pineapple Ice
• Strawberry Kiwi Ice
• Watermelon Ice
• Watermelon Peach Ice
• White Grape Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",19mL,5% (50mg),27000 (27K),27000 (27K),800mAh,"Apple Rainbow Ice, Banana Raspberry Ice, Berry Trio Ice, Canada D. Ice (Ginger Ale), Cherry Razz Lime Ice, Cuke Lemon Lime Ice, Grapefruit Lime Ice, Lime Sparkle Ice, Miami Mint, Sour Blue Razz Ice, Sour Mango Pineapple Ice, Sour Peach Pineapple Ice, Strawberry Kiwi Ice, Watermelon Ice, Watermelon Peach Ice, White Grape Ice",Dual-Mesh Coils,yes,,yes,,800mAh,USB Type-C,yes,,Adjustable Switch,Draw-Activated,https://www.elementvape.com/waka-duo-27000-disposable
