Unnamed: 0,Brand,Product,SkuNumber,Price,Description,E-liquid contents,Puffs per Device,Flavor,Coil,Name Change,Master Case Qty,Vibration Notifications,Display,Display_Description,Nicotine_Levels,Power_Modes,Dual_Tank,Adjustable_Airflow,Battery_Type,Power_Mode,Internal_Features,External_Features,Country_of_Assembly,Nic_level_1,Nic_level_2,Nic_level_3,Iced_Variable,Nic_Free,TFN,Product_Type
942,Lost Mary,Mango Twist Lost Mary MO20000 PRO,55973,$19.99 ,,18ml,"20,000",The Mango Twist Lost Mary MO20000 Pro combines the popular flavor of tropical mango with a kick of ripe green grape flavors.,Dual Mesh Coil (0.9 ohm),,,,True,"E-Liquid, Battery, and Wattage Meters",50 MG,13W - 25W,False,True,"800mAh, rechargeable via USB-C",,,Vaping and Charging Animations,,,,,False,0,0,Unknown
943,Lost Mary,Peach+ Lost Mary MO20000 PRO,55974,$19.99 ,,18ml,"20,000","The Peach+ Lost Mary MO20000 Pro is not your ordinary peach ice vape. Instead it features white peach, vanilla, and cream notes.",Dual Mesh Coil (0.9 ohm),,,,True,"E-Liquid, Battery, and Wattage Meters",50 MG,13W - 25W,False,True,"800mAh, rechargeable via USB-C",,,Vaping and Charging Animations,,,,,True,0,0,Unknown
944,Lost Mary,Dragon Drink Lost Mary MO20000 PRO,55975,$19.99 ,,18ml,"20,000",The Dragon Drink Lost Mary MO20000 Pro is a mango and dragon fruit flavored disposable vape. This is a sweet tropical cocktail flavor.,Dual Mesh Coil (0.9 ohm),,,,True,"E-Liquid, Battery, and Wattage Meters",50 MG,13W - 25W,False,True,"800mAh, rechargeable via USB-C",,,Vaping and Charging Animations,,,,,False,0,0,Unknown
945,Lost Mary,Rainbow Sherbet Lost Mary MO20000 PRO,55976,$19.99 ,,18ml,"20,000",Rainbow Sherbet Lost Mary MO20000 Pro is a cool and refreshing flavor that is inspired by the citrus and berry flavors of cool rainbow sherbet.,Dual Mesh Coil (0.9 ohm),,,,True,"E-Liquid, Battery, and Wattage Meters",50 MG,13W - 25W,False,True,"800mAh, rechargeable via USB-C",,,Vaping and Charging Animations,,,,,True,0,0,Unknown
946,Lost Mary,Rocket Pop Lost Mary MO20000 PRO,55977,$19.99 ,,18ml,"20,000","The Rocket Pop Lost Mary MO20000 Pro is the ultimate in icy and nostalgic vapes. With cherry, raspberry, and orange flavors, this one does not melt in the sun but does unleash a wave of delightful flavor notes.",Dual Mesh Coil (0.9 ohm),,,,True,"E-Liquid, Battery, and Wattage Meters",50 MG,13W - 25W,False,True,"800mAh, rechargeable via USB-C",,,Vaping and Charging Animations,,,,,False,0,0,Unknown
947,Lost Mary,Grape Apple Lost Mary MT15000 Turbo,55953,$16.99 ,,16ml,"15,000",Indulge in the harmonious blend of sweet Concord grape notes intertwined with the tart essence of green and red apples. This crisp and fruity concoction presents a delightful contrast and makes for a perfect addition to the Lost Mary MT15000 Turbo collection.,Dual Mesh Coil,,,,True,E-Liquid and Battery Meters,50 MG,Smooth Mode (11W)/ Turbo Mode (22W),False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
948,Lost Mary,Peach+ Lost Mary MT15000 Turbo,55954,$16.99 ,,16ml,"15,000","The Peach+ Lost Mary MT15000 delivers endless notes of ripe peach flavor enveloped in a smooth cloud of cream and vanilla flavor. Enhanced with subtle hints of assorted fruit flavors, this nectary white peach delight is perfectly matched with the long-lasting Lost Mary MT15000 Turbo.",Dual Mesh Coil,,,,True,E-Liquid and Battery Meters,50 MG,Smooth Mode (11W)/ Turbo Mode (22W),False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
949,Lost Mary,Rocket Pop Lost Mary MT15000 Turbo,55955,$16.99 ,,16ml,"15,000","Rekindle your nostalgic memories from decades past with the iconic taste of the Rocket Popsicle. The Rocket Popsicle Lost Mary MT15000 Turbo is dripping with the flavors of cherry, raspberry, and orange ice. This blend never melts in the July sun and mirrors the beloved flavors of the red, white, and blue rocket popsicle, delivering a taste that's both refreshing and reminiscent of joyful summer days.",Dual Mesh Coil,,,,True,E-Liquid and Battery Meters,50 MG,Smooth Mode (11W)/ Turbo Mode (22W),False,False,"600mAh, rechargeable via USB-C",,,,,,,,True,0,0,Unknown
950,Lost Mary,Blue Razz Dragonfruit Lost Mary MT15000 Turbo,55956,$16.99 ,,16ml,"15,000","Experience an exhilarating fusion of bold, nostalgic blue raspberry and the exotic sweetness of dragon fruit in the Lost Mary MT15000 Turbo. This combination delivers an electrifying taste sensation that bursts with vibrant flavors, making every puff a refreshing adventure.",Dual Mesh Coil,,,,True,E-Liquid and Battery Meters,50 MG,Smooth Mode (11W)/ Turbo Mode (22W),False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
951,Geek Vape,Meta Moon Geek Bar Pulse,54826,$15.99 ,,16ml,7500,The rich and creamy tropical notes of papaya are dropped into a classic strawberry and watermelon fusion flavor to create the amazing Meta Moon Geek Bar Pulse.,,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
952,Geek Vape,Watermelon Ice Geek Bar Pulse,54695,$15.99 ,,16ml,7500,"Explore the refreshing blend of Watermelon Ice Geek Bar Pulse. This vape presents a remarkable combination of watermelon flavors infused with an icy chill, resulting in a blizzard of sweet, frosty delight.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
953,Geek Vape,Juicy Peach Ice Geek Bar Pulse,54698,$15.99 ,,16ml,7500,"Savor the lush quality of a perfectly formulated ripe peach flavor with the Juicy Peach Ice Geek Bar Pulse. Each puff is brimming with fruity goodness, significantly enhanced by a frosty finish for a cool, refreshing sensation.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),Pulse Mode,,,,,,,True,0,0,Unknown
954,Geek Vape,Strawberry Mango Geek Bar Pulse,54825,$15.99 ,,16ml,7500,"The Strawberry Mango Geek Bar Pulse combines a pair of the most popular disposable vape flavors, blending tropical mango with the sweet and tart essence of ripe red strawberry.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
955,Geek Vape,Cherry Bomb Geek Bar Pulse,54962,$15.99 ,,16ml,7500,"A brighter and sweeter cherry than its black cherry inspired stablemate, the Sagittarius Cherry Bomb Geek Bar Pulse is loaded with engaging and deep flavors.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
956,Spaceman,Triple Strawberry Spaceman Prism 20K,55648,$15.99 ,,18ml,"20,000","Experience the Triple Strawberry Spaceman Prism 20K, where the essence of ripe strawberries is perfectly captured in each puff, making it an irresistible choice for any vaper seeking a fruity explosion.",Mesh Coil,,,,True,"E-Liquid, Battery, and Power Meters",50 MG,"Soft (15W), Norm (18W), Boost (20W)",False,True,"1000mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
957,Spaceman,Blue Razz Watermelon Spaceman Prism 20k,55867,$15.99 ,,18ml,"20,000","Blue Razz Watermelon Spaceman Prism 20K delivers a refreshing blast of nostalgic blue raspberry with crisp kick of watermelon flavor, creating a cool sensation that's perfect for relaxing on a warm day.",Mesh Coil,,,,True,"E-Liquid, Battery, and Power Meters",50 MG,"Soft (15W), Norm (18W), Boost (20W)",False,True,"1000mAh, rechargeable via USB-C",,,,,,,,True,0,0,Unknown
958,Lost Mary,Grapefruit Berries Lost Mary MT15000 Turbo,55957,$16.99 ,,16ml,"15,000",A sweet berry blend perfectly complements a light grapefruit tartness in this long-lasting vape by Lost Mary.,Dual Mesh Coil,,,,True,E-Liquid and Battery Meters,50 MG,Smooth Mode (11W)/ Turbo Mode (22W),False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
959,RAZ,Watermelon Ice RAZ DC25000,56070,$19.99 ,,16ml,"Regular Mode 25,000 Puffs/Boost Mode 15,000",Juicy watermelon vapes with a blast of ice are a classic and have been popular with adult disposable vape users for years. The Watermelon Ice RAZ DC25000 delivers the flavors you would expect and then levels up with confection and fruit inspired notes which are refreshing and crisp.,,,,,True,"E-Liquid, Battery Life, Boost Mode Indicator, Wattage Display (12-watt Regular/24-watt Boost Mode), Dark Mode/Bright Mode Screen Brightness",50 MG,,False,True,800mAh (Rechargeable via USB-C),Wattage Display (12-watt Regular/24-watt Boost Mode),,Genuine Leather Inlay for Better Grip,,,,,True,0,0,Unknown
960,EBCREATE,Clear BC5000,52209,$12.99 ,,,5000,The Clear vape flavor from EBCREATE vapes provides a light menthol taste in every puff. This flavorless EBCREATE vape is ideal for adult vapers that prefer less sweetness and a light menthol kick.,,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Unknown
961,RAZ,Blueberry Watermelon RAZ DC25000,56071,$19.99 ,,16ml,"Regular Mode 25,000/Boost Mode 15,000","The combination of ripe, tart and remarkably authentic blueberry flavors proves a refreshing companion when merged with a crisp and sweet watermelon vape. The Blueberry Watermelon RAZ DC25000 delivers all-day vaping performance from an all-day vape flavor.",,,,,True,"E-Liquid, Battery Life, Boost Mode Indicator, Wattage Display (12-watt Regular/24-watt Boost Mode), Dark Mode/Bright Mode Screen Brightness",50 MG,,False,True,800mAh (Rechargeable via USB-C),Wattage Display (12-watt Regular/24-watt Boost Mode),,Genuine Leather Inlay for Better Grip,,,,,False,0,0,Unknown
962,RAZ,Blue Razz Ice RAZ DC25000,56072,$19.99 ,,16ml,"Regular 25,000/Boost Mode 15,000","Electrify your tastebuds with the nostalgic, tangy sensation of the Blue Razz Ice RAZ DC25000. This classic blend combines the sharp sweetness of blue raspberry with a refreshing icy coolness for an invigorating vaping experience.",,,,,True,"E-Liquid, Battery Life, Boost Mode Indicator, Wattage Display (12-watt Regular/24-watt Boost Mode), Dark Mode/Bright Mode Screen Brightness",50 MG,,False,True,800mAh (Rechargeable via USB-C),Wattage Display (12-watt Regular/24-watt Boost Mode),,Genuine Leather Inlay for Better Grip,,,,,True,0,0,Unknown
963,RAZ,Miami Mint RAZ DC25000,56073,$19.99 ,,16ml,"Regular Mode 25,000/Boost Mode 15,000","The Miami Mint RAZ DC25000 captures the essence of a cool ocean breeze with its intensely crisp and refreshing mint flavor. This tropical breeze sensation offers a smooth, cooling vape that reinvigorates with every puff.",,,,,True,"E-Liquid, Battery Life, Boost Mode Indicator, Wattage Display (12-watt Regular/24-watt Boost Mode), Dark Mode/Bright Mode Screen Brightness",50 MG,,False,True,800mAh (Rechargeable via USB-C),Wattage Display (12-watt Regular/24-watt Boost Mode),,Genuine Leather Inlay for Better Grip,,,,,True,0,0,Unknown
964,RAZ,Raspberry Limeade RAZ DC25000,56074,$19.99 ,,16ml,"Regular Mode 25,000/Boost Mode 15,000","Inspired by the refreshing beverage, the Raspberry Limeade RAZ DC25000 blends bright berry flavors with a zesty citrus twist. This brilliant combination of raspberry and lime offers a tart yet sweet vaping experience that refreshes the palate.",,,,,True,"E-Liquid, Battery Life, Boost Mode Indicator, Wattage Display (12-watt Regular/24-watt Boost Mode), Dark Mode/Bright Mode Screen Brightness",50 MG,,False,True,800mAh (Rechargeable via USB-C),Wattage Display (12-watt Regular/24-watt Boost Mode),,Genuine Leather Inlay for Better Grip,,,,,False,0,0,Unknown
965,RAZ,Cherry Strapple RAZ DC25000,56075,$19.99 ,,16ml,"Regular Mode 25,000/Boost Mode 15,000","The Cherry Strapple RAZ DC25000 weaves together the luscious flavors of cherry, strawberry, and apple into a delightful vape. This flavorful trio creates a harmonious blend that dances on the tastebuds, offering a sweet and subtly tart vape.",,,,,True,"E-Liquid, Battery Life, Boost Mode Indicator, Wattage Display (12-watt Regular/24-watt Boost Mode), Dark Mode/Bright Mode Screen Brightness",50 MG,,False,True,800mAh (Rechargeable via USB-C),Wattage Display (12-watt Regular/24-watt Boost Mode),,Genuine Leather Inlay for Better Grip,,,,,False,0,0,Unknown
966,RAZ,Sour Watermelon Peach RAZ DC25000,56076,$19.99 ,,16ml,"Regular Mode 25,000/Boost Mode 15,000","The Sour Watermelon Peach RAZ DC25000 is a delicious mélange of tangy sour watermelon and sweet, juicy peach. This tantalizing combination delivers a burst of fruity sweetness with a hint of sour that’s sure to satisfy.",,,,,True,"E-Liquid, Battery Life, Boost Mode Indicator, Wattage Display (12-watt Regular/24-watt Boost Mode), Dark Mode/Bright Mode Screen Brightness",50 MG,,False,True,800mAh (Rechargeable via USB-C),Wattage Display (12-watt Regular/24-watt Boost Mode),,Genuine Leather Inlay for Better Grip,,,,,False,0,0,Unknown
967,RAZ,Wintergreen RAZ DC25000,56077,$19.99 ,,16ml,"Regular Mode 25,000/Boost Mode 15,000","Experience the crisp and clean flavor of the Wintergreen RAZ DC25000, a vape that delivers an invigorating blast of chill. Adult vapers have long embraced the refreshing wintergreen essence of a smooth, minty vape.",,,,,True,"E-Liquid, Battery Life, Boost Mode Indicator, Wattage Display (12-watt Regular/24-watt Boost Mode), Dark Mode/Bright Mode Screen Brightness",50 MG,,False,True,800mAh (Rechargeable via USB-C),Wattage Display (12-watt Regular/24-watt Boost Mode),,Genuine Leather Inlay for Better Grip,,,,,True,0,0,Unknown
968,RAZ,Bangin Sour Berries RAZ DC25000,56078,$19.99 ,,16ml,"Regular 25,000/Boost Mode 15,000","The Bangin Sour Berries RAZ DC25000 explodes with a medley of mixed berry flavors, delivering a perfect balance of sweet and sour. Every puff is a vibrant celebration of berry goodness, making for an irresistibly punchy vaping experience.",,,,,True,"E-Liquid, Battery Life, Boost Mode Indicator, Wattage Display (12-watt Regular/24-watt Boost Mode), Dark Mode/Bright Mode Screen Brightness",50 MG,,False,True,800mAh (Rechargeable via USB-C),Wattage Display (12-watt Regular/24-watt Boost Mode),,Genuine Leather Inlay for Better Grip,,,,,False,0,0,Unknown
969,RAZ,Strawberry Burst RAZ DC25000,56079,$19.99 ,,16ml,"Regular Mode 25,000/Boost Mode 15,000","The Strawberry Burst RAZ DC25000 is a star-packed vape with familiar confectionary sweetness and vibrant fruit flavors. This flavor delivers a burst of juicy strawberry goodness, offering a rich and satisfying all-day vape.",,,,,True,"E-Liquid, Battery Life, Boost Mode Indicator, Wattage Display (12-watt Regular/24-watt Boost Mode), Dark Mode/Bright Mode Screen Brightness",50 MG,,False,True,800mAh (Rechargeable via USB-C),Wattage Display (12-watt Regular/24-watt Boost Mode),,Genuine Leather Inlay for Better Grip,,,,,False,0,0,Unknown
970,RAZ,Strawberry Orange Tang RAZ DC25000,56080,$19.99 ,,16ml,"Regular Mode 15,000/Boost Mode 25,000","Combining the tang of citrus with the sweetness of strawberries, the Strawberry Orange Tang RAZ DC25000 provides out of this world refreshment and flavor. This blend of orange and strawberry flavors offers a delightful taste sensation in every puff.",,,,,True,"E-Liquid, Battery Life, Boost Mode Indicator, Wattage Display (12-watt Regular/24-watt Boost Mode), Dark Mode/Bright Mode Screen Brightness",50 MG,,False,True,800mAh (Rechargeable via USB-C),Wattage Display (12-watt Regular/24-watt Boost Mode),,Genuine Leather Inlay for Better Grip,,,,,False,0,0,Unknown
971,Cube,Razz Lush by Cube,51307,$11.99 ,"\n\n\n DISPOSABLE VAPORIZER\n \n \nFlavor: Blue Razz and Lush vape flavors have been among the top-sellers in the vape industry for years. VaporTech’s Cube disposables has combined the two into one Razz Lush vape that is a must-try. Each Razz Lush Cube Vape contains 11ml of nic salt vape juice.\n \nE-liquid contents: 11mL\n \nNicotine Level: 0mg \u0026amp; 50mg\n \nPuffs per Device: +3000\n \n\n\nBrowse more disposable vape flavors\n\n\n\n"", ""category"": ""Disposables - Cube"", ""url"": ""https://mipod.com/products/razz-lush-by-cube"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/Razz_Lush_Cube_600x600_769d9931-6f2c-411a-a6b2-4fc581e6a314_1024x1024.png?v=1631918547"", ""image"": ""https://mipod.com/cdn/shop/products/Razz_Lush_Cube_600x600_769d9931-6f2c-411a-a6b2-4fc581e6a314_1024x1024.png?v=1631918547"", ""name"": ""Cube Razz Lush Disposable Vape Device"", ""width"": 1024, ""height"": 1024 } }",11.0 mL,,,,,,,False,,LEVELS,,False,False,,,,,,0 MG,50 MG,,False,0*,0,Disposable System
972,Flonq,Tobacco FLONQ Max Smart,54936,$14.99 ,,14ml,10000,"The Tobacco Flonq Max Smart is an ideal alternative for anyone who prefers authentic tobacco flavors. The combination of the classy Flonq Max appearance, no garish pastel colors here, and a realistic tobacco flavor, this is a perfect choice for adult vapers who use gas station pod kits and have never enjoyed the superior performance of disposable vapes. It is a mild to medium tobacco inspired vape.",Made with Mesh Coil,,,,False,,5 PERCENT,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
973,Lost Mary,Watermelon Sour Peach Lost Mary MO20000 PRO,55979,$19.99 ,,18ml,"20,000",Watermelon Sour Lost Mary MO20000 Pro melds sweet watermelon flavors with a popular confection themed sourness that adult vapers are increasingly embracing.,Dual Mesh Coil (0.9 ohm),,,,True,"E-Liquid, Battery, and Wattage Meters",50 MG,13W - 25W,False,True,"800mAh, rechargeable via USB-C",,,Vaping and Charging Animations,,,,,False,0,0,Unknown
974,Lost Mary,Watermelon Ice Lost Mary MO20000 PRO,55978,$19.99 ,,18ml,"20,000",Watermelon Ice Lost Mary MO20000 Pro packs a lush ice punch with plenty of cool menthol ice blended with a sweet and refreshing watermelon flavor.,Dual Mesh Coil (0.9 ohm),,,,True,"E-Liquid, Battery, and Wattage Meters",50 MG,13W - 25W,False,True,"800mAh, rechargeable via USB-C",,,Vaping and Charging Animations,,,,,True,0,0,Unknown
975,Lost Vape,Lush Ice Orion Bar 10000,54735,$13.99 ,,20ml,10000,The Lush Ice Orion Bar 10000 provides a splendid mix of sweet watermelon flavors inspired by both authentic fruit and delightful confection notes. An invigorating kick of ice helps augment and improve a solid base of bold flavor.,,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
976,Lost Vape,Miami Mint Orion Bar 10000,54736,$13.99 ,,20ml,10000,"Experience the refreshing blast of Miami Mint Orion Bar 10000. This device delivers a perfect blend of fresh mint, providing a truly invigorating vaping experience. An ideal choice for those who adore the coolness of mint.",,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
977,Flonq,Cherry Lemon FLONQ Max Pro,56001,$17.99 ,,18ml,"20,000",The Cherry Lemon Flonq Max Pro blends a sweet cherry with a light lemon zest. The perfect balance of sweet and sour.,Made with Dual Mesh Coil,,,,True,"Full LED Screen with Power Mode, e-Liquid and Battery Indicators",LEVELS,,False,False,650mAh (Rechargeable via USB-C),Boost Mode Option for improved hit,,,,2 PERCENT,5 PERCENT,,False,0,0,Unknown
978,Flonq,Pineapple Coconut FLONQ Max Pro,56007,$17.99 ,,18ml,"20,000",The Pineapple Coconut Flonq Max Pro is a creamy coconut flavored disposable vape that evokes memories of a tropical beach and is infused with refreshing pineapple flavor.,Made with Dual Mesh Coil,,,,True,"Full LED Screen with Power Mode, e-Liquid and Battery Indicators",LEVELS,,False,False,650mAh (Rechargeable via USB-C),Boost Mode Option for improved hit,,,,2 PERCENT,5 PERCENT,,False,0,0,Unknown
979,Air Bar Disposables,Clear Air Bar NEX,53196,$11.99 ,,15ml,6500,The Clear Air Bar Nex is a refreshing and delightful disposable vape flavor.,Mesh Coil,,,,False,,50 MG,,False,False,"650mAh, rechargeable via USB-C *Charger not Included",,,,,,,,False,0,0,Unknown
980,Lost Vape,Strawberry Summertime Orion Bar 10000,54739,$13.99 ,,20ml,10000,"Relish the sweet taste of summer with the Strawberry Summertime Orion Bar 10000. Each puff delivers a burst of sweet strawberry flavor, reminiscent of a long, idyllic summer day. Additional juicy citrus notes are fused in gracefully, providing a ripe and enduring flavor that does not tire the tastebuds.",,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
981,Lost Vape,Blueberry Raspberry Orion Bar 7500,53253,$9.99 ,,18ml,7500,The Blueberry Raspberry Orion Bar rechargeable vape provides a blast of mixed berry flavors in every puff.,,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
982,Lost Vape,Cool Mint Orion Bar 7500,53259,$9.99 ,,18ml,7500,The Cool Mint Orion Bar vape uses a refreshing spearmint taste with a medium amount of icy mint.,,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
983,Geek Vape,Frozen White Grape Geek Bar Pulse (Frozen Edition),56062,$15.99 ,,16ml,0.5,Subtle notes of white grape and a not so subtle blast of chill are what set apart the Frozen Edition Geek Bar Pulse Frozen White Grape flavor from the typical purple Concord grape infused disposable vape. Yet there are enough familiar notes involved to appeal to fans of both.,,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
984,Geek Vape,Frozen Watermelon Geek Bar Pulse (Frozen Edition),56057,$15.99 ,,16ml,0.5,"Perhaps the ultimate lush ice and watermelon ice flavor, the Geek Bar Pulse Frozen Edition is loaded with an extra kick of ice that makes Frozen Watermelon an especially refreshing and balanced fruit and confectionary treat inspired vape.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
985,Flonq,Blue Razz Icy FLONQ Max Pro ZERO,56040,$17.99 ,,18ml,"20,000",The Blue Razz Icy Flonq Max Pro combines futuristic functionality with an incredibly nostalgic flavor profile. The sweet tandem of blueberry and raspberry perfectly complements the crisp mint on exhale.,Made with Dual Mesh Coil,,,,True,"Full LED Screen with Power Mode, e-Liquid and Battery Indicators",0 MG,,False,False,650mAh (Rechargeable via USB-C),Boost Mode Option for improved hit,,,,,,,True,1,0,Unknown
986,Flonq,Cherry Lemon FLONQ Max Pro ZERO,56041,$17.99 ,,18ml,"20,000",The Cherry Lemon Flonq Max Pro blends a sweet cherry with a light lemon zest. The perfect balance of sweet and sour.,Made with Dual Mesh Coil,,,,True,"Full LED Screen with Power Mode, e-Liquid and Battery Indicators",0 MG,,False,False,650mAh (Rechargeable via USB-C),Boost Mode Option for improved hit,,,,,,,False,1,0,Unknown
987,Flonq,Miami Mint FLONQ Max Pro ZERO,56042,$17.99 ,,18ml,"20,000",The Miami Mint Flonq Max Pro pairs a cool mint base with a light citrus taste.,Made with Dual Mesh Coil,,,,True,"Full LED Screen with Power Mode, e-Liquid and Battery Indicators",0 MG,,False,False,650mAh (Rechargeable via USB-C),Boost Mode Option for improved hit,,,,,,,True,1,0,Unknown
988,Flonq,Pineapple Coconut FLONQ Max Pro ZERO,56043,$17.99 ,,18ml,"20,000",The Pineapple Coconut Flonq Max Pro is a creamy coconut flavored disposable vape that evokes memories of a tropical beach and is infused with refreshing pineapple flavor.,Made with Dual Mesh Coil,,,,True,"Full LED Screen with Power Mode, e-Liquid and Battery Indicators",0 MG,,False,False,650mAh (Rechargeable via USB-C),Boost Mode Option for improved hit,,,,,,,False,1,0,Unknown
989,Flonq,Strawberry Kiwi FLONQ Max Pro ZERO,56044,$17.99 ,,18ml,"20,000",The Strawberry Kiwi Flonq Max Pro uses a well-balanced fruit duo in every puff. The tropical kiwi perfectly complements the tasty summer strawberry.,Made with Dual Mesh Coil,,,,True,"Full LED Screen with Power Mode, e-Liquid and Battery Indicators",0 MG,,False,False,650mAh (Rechargeable via USB-C),Boost Mode Option for improved hit,,,,,,,False,1,0,Unknown
990,VaporLax,Blue Lush by Draco,51335,$16.99 ,"\n\n\n Filled with 16mL in Every Device\n Blue Lush: The Blue Lush Draco vape is prefilled with 16mL of juicy watermelon and ripe berry. These two fantastic vape flavors are mixed together for a well-rounded vape. \n \n \n \nE-Liquid Contents: 16mL\n \nNicotine Level: 50mg\n \nPuff Count: +6500\n \nRechargeable with Micro USB *Charger not Included\n\n \n \nBrowse more disposable vape flavors\n\n\n\n"", ""category"": ""Disposables - Draco"", ""url"": ""https://mipod.com/products/blue-lush-by-draco"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/Draco_Blue-Lush_b2c_1024x1024.png?v=1639170389"", ""image"": ""https://mipod.com/cdn/shop/products/Draco_Blue-Lush_b2c_1024x1024.png?v=1639170389"", ""name"": """,16.0 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Disposable System
991,VaporLax,Sour Cherry by Draco,51328,$16.99 ,"\n\nFilled with 16mL in Every Device\nSour Cherry: Get sour and sweet cherry vape flavor in every puff of this long-lasting disposable vape device. The Sour Cherry Draco vape by VaporLax provides 16mL of flavorful sour cherry vape juice. \n\n\n\nE-Liquid Contents: 16mL\n\nNicotine Level: 50mg\n\nPuff Count: +6500\n\nRechargeable with Micro USB *Charger not Included\n\n\n\nBrowse more disposable vape flavors\n\n\n\n"", ""category"": ""Disposables - Draco"", ""url"": ""https://mipod.com/products/sour-cherry-by-draco"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/Draco_Sour-Cherry_b2c_1024x1024.png?v=1639170662"", ""image"": ""https://mipod.com/cdn/shop/products/Draco_Sour-Cherry_b2c_1024x1024.png?v=1639170662"", ""name"": """,16.0 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Disposable System
992,Geek Vape,Black Cherry Geek Bar Pulse,54960,$15.99 ,,16ml,7500,"The Black Cherry Geek Bar Pulse is a sophisticated fruit flavor, with the deeper and richer notes of black cherry providing a more complex and sophisticated flavor than the typical tart red cherry vape.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
993,Geek Vape,Berry Bliss Geek Bar Pulse,55264,$15.99 ,,16ml,7500,"The new wave of Geek Bar Pulse models includes great flavors, images of zodiac symbols and zodiac names. The Berry Bliss Geek Bar Pulse is a blackberry, blueberry, raspberry and cherry flavored vape. Geek Bar has assigned the zodiac name and symbol for Cancer to this great mixed berry vape. At first blush, this is definitely drawing the shortest straw. The unusually named Cancer Berry Bliss Geek Bar Pulse unleashes familiar berry medley notes, all these flavors are strong enough to stand on their own. Merged to together in perfect balance, they form one of the best mixed berry vapes ever formulated. Incidentally, the zodiac sign cancer is represented by the crab. Sometimes there is no winning. But Berry Bliss is a flavor you will not want to miss.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
994,Geek Vape,Crazy Melon Geek Bar Pulse,55288,$15.99 ,,16ml,7500,"The Virgo Crazy Melon Geek Bar Pulse is an intricately formulated flavor that draws inspiration from ripe cantaloupe and honeydew melon. You may even detect a hint of sweet watermelon. There is nothing crazy about this vibrant blend, as the lingering taste of cantaloupe is subtle and enjoyable. Virgo of course is a zodiac sign that embodies perfectionism and purity. The very opposite of disorder, madness, and craziness. The Virgo Crazy Melon lives up to the reputation with pristine flavors perfectly executed.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
995,Geek Vape,Fcucking FAB Geek Bar Pulse,54704,$15.99 ,,16ml,7500,"Despite its unusual name, Fcuking FAB Geek Bar Pulse is a superb blend of assorted tropical fruits and confection flavors. The fabulous essence of the flavors is even more pronounced under the increased output of pulse mode, offering a superior vape experience.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
